Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,88;11;1|88;11;1|,88;11;1|88;11;1|,100|100|,0;0;0|0;0;0|,100|100|,88;11;1|88;11;1|,88;11;1|88;11;1|,100|100|,100|100|
1,100|100|,88;11;1|88;11;1|,9.6|9.6|,88;11;1|88;11;1|,78;21;1|78;21;1|,78;21;1|78;21;1|,100|100|,0;0;0|0;0;0|,100|100|,78;21;1|78;21;1|,78;21;1|78;21;1|,100|100|,100|100|
2,100|100|,78;21;1|78;21;1|,10.26|10.26|,78;21;1|78;21;1|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,0;0;0|0;0;0|,100|100|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,100|100|
3,100|100|,72;25;3|72;25;3|,11.22|11.22|,72;25;3|72;25;3|,65;30;5|65;30;5|,65;30;5|65;30;5|,100|100|,0;0;0|0;0;0|,100|100|,65;30;5|65;30;5|,65;30;5|65;30;5|,100|100|,100|100|
4,100|100|,65;30;5|65;30;5|,12.54|12.54|,65;30;5|65;30;5|,52;39;9|52;39;9|,52;39;9|52;39;9|,100|100|,0;0;0|0;0;0|,100|100|,52;39;9|52;39;9|,52;39;9|52;39;9|,100|100|,100|100|
5,100|100|,52;39;9|52;39;9|,14.56|14.56|,52;39;9|52;39;9|,48;41;11|48;41;11|,48;41;11|48;41;11|,100|100|,0;0;0|0;0;0|,100|100|,48;41;11|48;41;11|,48;41;11|48;41;11|,100|100|,100|100|
6,100|100|,48;41;11|48;41;11|,16.47|16.47|,48;41;11|48;41;11|,38;50;12|38;50;12|,38;50;12|38;50;12|,100|100|,0;0;0|0;0;0|,100|100|,38;50;12|38;50;12|,38;50;12|38;50;12|,100|100|,100|100|
7,100|100|,38;50;12|38;50;12|,19.0|19.0|,38;50;12|38;50;12|,34;53;13|34;53;13|,34;53;13|34;53;13|,100|100|,0;0;0|0;0;0|,100|100|,34;53;13|34;53;13|,34;53;13|34;53;13|,100|100|,100|100|
8,100|100|,34;53;13|34;53;13|,21.45|21.45|,34;53;13|34;53;13|,28;55;17|28;55;17|,28;55;17|28;55;17|,100|100|,0;0;0|0;0;0|,100|100|,28;55;17|28;55;17|,28;55;17|28;55;17|,100|100|,100|100|
9,100|100|,28;55;17|28;55;17|,23.73|23.73|,28;55;17|28;55;17|,19;62;19|19;62;19|,19;62;19|19;62;19|,100|100|,0;0;0|0;0;0|,100|100|,19;62;19|19;62;19|,19;62;19|19;62;19|,100|100|,100|100|
10,100|100|,19;62;19|19;62;19|,26.37|26.37|,19;62;19|19;62;19|,16;63;21|16;63;21|,16;63;21|16;63;21|,100|100|,0;0;0|0;0;0|,100|100|,16;63;21|16;63;21|,16;63;21|16;63;21|,100|100|,100|100|
11,100|100|,16;63;21|16;63;21|,28.72|28.72|,16;63;21|16;63;21|,13;61;26|13;61;26|,13;61;26|13;61;26|,100|100|,0;0;0|0;0;0|,100|100|,13;61;26|13;61;26|,13;61;26|13;61;26|,100|100|,100|100|
12,100|100|,13;61;26|13;61;26|,30.51|30.51|,13;61;26|13;61;26|,7;66;27|7;66;27|,7;66;27|7;66;27|,100|100|,0;0;0|0;0;0|,100|100|,7;66;27|7;66;27|,7;66;27|7;66;27|,100|100|,100|100|
13,100|100|,7;66;27|7;66;27|,32.53|32.53|,7;66;27|7;66;27|,6;64;30|6;64;30|,6;64;30|6;64;30|,100|100|,0;0;0|0;0;0|,100|100|,6;64;30|6;64;30|,6;64;30|6;64;30|,100|100|,100|100|
14,100|100|,6;64;30|6;64;30|,34.05|34.05|,6;64;30|6;64;30|,2;66;32|2;66;32|,2;66;32|2;66;32|,100|100|,0;0;0|0;0;0|,100|100|,2;66;32|2;66;32|,2;66;32|2;66;32|,100|100|,100|100|
15,100|100|,2;66;32|2;66;32|,35.55|35.55|,2;66;32|2;66;32|,2;62;36|2;62;36|,2;62;36|2;62;36|,100|100|,0;0;0|0;0;0|,100|100|,2;62;36|2;62;36|,2;62;36|2;62;36|,100|100|,100|100|
16,100|100|,2;62;36|2;62;36|,36.41|36.41|,2;62;36|2;62;36|,1;62;37|1;62;37|,1;62;37|1;62;37|,100|100|,0;0;0|0;0;0|,100|100|,1;62;37|1;62;37|,1;62;37|1;62;37|,100|100|,100|100|
17,100|100|,1;62;37|1;62;37|,37.15|37.15|,1;62;37|1;62;37|,1;55;44|1;55;44|,1;55;44|1;55;44|,100|100|,0;0;0|0;0;0|,100|100|,1;55;44|1;55;44|,1;55;44|1;55;44|,100|100|,100|100|
18,100|100|,1;55;44|1;55;44|,37.08|37.08|,1;55;44|1;55;44|,1;53;46|1;53;46|,1;53;46|1;53;46|,100|100|,0;0;0|0;0;0|,100|100|,1;53;46|1;53;46|,1;53;46|1;53;46|,100|100|,100|100|
19,100|100|,1;53;46|1;53;46|,36.82|36.82|,1;53;46|1;53;46|,1;51;48|1;51;48|,1;51;48|1;51;48|,100|100|,0;0;0|0;0;0|,100|100|,1;51;48|1;51;48|,1;51;48|1;51;48|,100|100|,100|100|
20,100|100|,1;51;48|1;51;48|,36.39|36.39|,1;51;48|1;51;48|,1;47;52|1;47;52|,1;47;52|1;47;52|,100|100|,0;0;0|0;0;0|,100|100|,1;47;52|1;47;52|,1;47;52|1;47;52|,100|100|,100|100|
21,100|100|,1;47;52|1;47;52|,35.64|35.64|,1;47;52|1;47;52|,1;46;53|1;46;53|,1;46;53|1;46;53|,100|100|,0;0;0|0;0;0|,100|100|,1;46;53|1;46;53|,1;46;53|1;46;53|,100|100|,100|100|
22,100|100|,1;46;53|1;46;53|,34.89|34.89|,1;46;53|1;46;53|,1;42;57|1;42;57|,1;42;57|1;42;57|,100|100|,0;0;0|0;0;0|,100|100|,1;42;57|1;42;57|,1;42;57|1;42;57|,100|100|,100|100|
23,100|100|,1;42;57|1;42;57|,33.86|33.86|,1;42;57|1;42;57|,1;40;59|1;40;59|,1;40;59|1;40;59|,100|100|,0;0;0|0;0;0|,100|100|,1;40;59|1;40;59|,1;40;59|1;40;59|,100|100|,100|100|
24,100|100|,1;40;59|1;40;59|,32.78|32.78|,1;40;59|1;40;59|,1;35;64|1;35;64|,1;35;64|1;35;64|,100|100|,0;0;0|0;0;0|,100|100|,1;35;64|1;35;64|,1;35;64|1;35;64|,100|100|,100|100|
25,100|100|,1;35;64|1;35;64|,31.36|31.36|,1;35;64|1;35;64|,1;35;64|1;35;64|,1;35;64|1;35;64|,100|100|,0;0;0|0;0;0|,100|100|,1;35;64|1;35;64|,1;35;64|1;35;64|,100|100|,100|100|
26,100|100|,1;35;64|1;35;64|,30.16|30.16|,1;35;64|1;35;64|,0;35;65|0;35;65|,0;35;65|0;35;65|,100|100|,0;0;0|0;0;0|,100|100|,0;35;65|0;35;65|,0;35;65|0;35;65|,100|100|,100|100|
27,100|100|,0;35;65|0;35;65|,29.13|29.13|,0;35;65|0;35;65|,0;34;66|0;34;66|,0;34;66|0;34;66|,100|100|,0;0;0|0;0;0|,100|100|,0;34;66|0;34;66|,0;34;66|0;34;66|,100|100|,100|100|
28,100|100|,0;34;66|0;34;66|,28.16|28.16|,0;34;66|0;34;66|,0;32;68|0;32;68|,0;32;68|0;32;68|,100|100|,0;0;0|0;0;0|,100|100|,0;32;68|0;32;68|,0;32;68|0;32;68|,100|100|,100|100|
29,100|100|,0;32;68|0;32;68|,27.14|27.14|,0;32;68|0;32;68|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,0;0;0|0;0;0|,100|100|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,100|100|
30,100|100|,0;31;69|0;31;69|,26.17|26.17|,0;31;69|0;31;69|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,0;0;0|0;0;0|,100|100|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,100|100|
31,100|100|,0;28;72|0;28;72|,25.04|25.04|,0;28;72|0;28;72|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,0;0;0|0;0;0|,100|100|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,100|100|
32,100|100|,0;27;73|0;27;73|,23.99|23.99|,0;27;73|0;27;73|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,0;0;0|0;0;0|,100|100|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,100|100|
33,100|100|,0;24;76|0;24;76|,22.79|22.79|,0;24;76|0;24;76|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,0;0;0|0;0;0|,100|100|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,100|100|
34,100|100|,0;24;76|0;24;76|,21.77|21.77|,0;24;76|0;24;76|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,0;0;0|0;0;0|,100|100|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,100|100|
35,100|100|,0;23;77|0;23;77|,20.8|20.8|,0;23;77|0;23;77|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,0;0;0|0;0;0|,100|100|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,100|100|
