Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;0;10;0|90;0;10;0|,0.0|0.0|,90;0;10;0|90;0;10;0|,87;3;8;2|87;3;8;2|,87;3;8;2|87;3;8;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;3;8;2|87;3;8;2|,87;3;8;2|87;3;8;2|,100|100|,100|100|
1,100|100|,87;3;8;2|87;3;8;2|,0.0|0.0|,87;3;8;2|87;3;8;2|,79;9;6;6|79;9;6;6|,79;9;6;6|79;9;6;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;9;6;6|79;9;6;6|,79;9;6;6|79;9;6;6|,100|100|,100|100|
2,100|100|,79;9;6;6|79;9;6;6|,0.0|0.0|,79;9;6;6|79;9;6;6|,75;11;6;8|75;11;6;8|,75;11;6;8|75;11;6;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;11;6;8|75;11;6;8|,75;11;6;8|75;11;6;8|,100|100|,100|100|
3,100|100|,75;11;6;8|75;11;6;8|,0.0|0.0|,75;11;6;8|75;11;6;8|,74;9;7;10|74;9;7;10|,74;9;7;10|74;9;7;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;9;7;10|74;9;7;10|,74;9;7;10|74;9;7;10|,100|100|,100|100|
4,100|100|,74;9;7;10|74;9;7;10|,0.0|0.0|,74;9;7;10|74;9;7;10|,73;7;9;11|73;7;9;11|,73;7;9;11|73;7;9;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;7;9;11|73;7;9;11|,73;7;9;11|73;7;9;11|,100|100|,100|100|
5,100|100|,73;7;9;11|73;7;9;11|,0.0|0.0|,73;7;9;11|73;7;9;11|,67;11;7;15|67;11;7;15|,67;11;7;15|67;11;7;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;11;7;15|67;11;7;15|,67;11;7;15|67;11;7;15|,100|100|,100|100|
6,100|100|,67;11;7;15|67;11;7;15|,0.0|0.0|,67;11;7;15|67;11;7;15|,64;8;11;17|64;8;11;17|,64;8;11;17|64;8;11;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,64;8;11;17|64;8;11;17|,64;8;11;17|64;8;11;17|,100|100|,100|100|
7,100|100|,64;8;11;17|64;8;11;17|,0.0|0.0|,64;8;11;17|64;8;11;17|,60;7;16;17|60;7;16;17|,60;7;16;17|60;7;16;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;7;16;17|60;7;16;17|,60;7;16;17|60;7;16;17|,100|100|,100|100|
8,100|100|,60;7;16;17|60;7;16;17|,0.0|0.0|,60;7;16;17|60;7;16;17|,55;8;15;22|55;8;15;22|,55;8;15;22|55;8;15;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;8;15;22|55;8;15;22|,55;8;15;22|55;8;15;22|,100|100|,100|100|
9,100|100|,55;8;15;22|55;8;15;22|,0.0|0.0|,55;8;15;22|55;8;15;22|,52;6;20;22|52;6;20;22|,52;6;20;22|52;6;20;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,52;6;20;22|52;6;20;22|,52;6;20;22|52;6;20;22|,100|100|,100|100|
10,100|100|,52;6;20;22|52;6;20;22|,0.0|0.0|,52;6;20;22|52;6;20;22|,44;9;21;26|44;9;21;26|,44;9;21;26|44;9;21;26|,100|100|,0;0;0;0|0;0;0;0|,100|100|,44;9;21;26|44;9;21;26|,44;9;21;26|44;9;21;26|,100|100|,100|100|
