Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,84;16;0|84;16;0|,0.0|0.0|,84;16;0|84;16;0|,75;23;2|75;23;2|,75;23;2|75;23;2|,100|100|,0;0;0|0;0;0|,100|100|,75;23;2|75;23;2|,75;23;2|75;23;2|,100|100|,100|100|
1,100|100|,75;23;2|75;23;2|,0.0|0.0|,75;23;2|75;23;2|,68;24;8|68;24;8|,68;24;8|68;24;8|,100|100|,0;0;0|0;0;0|,100|100|,68;24;8|68;24;8|,68;24;8|68;24;8|,100|100|,100|100|
2,100|100|,68;24;8|68;24;8|,0.0|0.0|,68;24;8|68;24;8|,56;28;16|56;28;16|,56;28;16|56;28;16|,100|100|,0;0;0|0;0;0|,100|100|,56;28;16|56;28;16|,56;28;16|56;28;16|,100|100|,100|100|
3,100|100|,56;28;16|56;28;16|,0.0|0.0|,56;28;16|56;28;16|,47;30;23|47;30;23|,47;30;23|47;30;23|,100|100|,0;0;0|0;0;0|,100|100|,47;30;23|47;30;23|,47;30;23|47;30;23|,100|100|,100|100|
4,100|100|,47;30;23|47;30;23|,0.0|0.0|,47;30;23|47;30;23|,42;32;26|42;32;26|,42;32;26|42;32;26|,100|100|,0;0;0|0;0;0|,100|100|,42;32;26|42;32;26|,42;32;26|42;32;26|,100|100|,100|100|
5,100|100|,42;32;26|42;32;26|,0.0|0.0|,42;32;26|42;32;26|,37;27;36|37;27;36|,37;27;36|37;27;36|,100|100|,0;0;0|0;0;0|,100|100|,37;27;36|37;27;36|,37;27;36|37;27;36|,100|100|,100|100|
6,100|100|,37;27;36|37;27;36|,0.0|0.0|,37;27;36|37;27;36|,33;25;42|33;25;42|,33;25;42|33;25;42|,100|100|,0;0;0|0;0;0|,100|100|,33;25;42|33;25;42|,33;25;42|33;25;42|,100|100|,100|100|
7,100|100|,33;25;42|33;25;42|,0.0|0.0|,33;25;42|33;25;42|,32;22;46|32;22;46|,32;22;46|32;22;46|,100|100|,0;0;0|0;0;0|,100|100|,32;22;46|32;22;46|,32;22;46|32;22;46|,100|100|,100|100|
8,100|100|,32;22;46|32;22;46|,0.0|0.0|,32;22;46|32;22;46|,26;23;51|26;23;51|,26;23;51|26;23;51|,100|100|,0;0;0|0;0;0|,100|100|,26;23;51|26;23;51|,26;23;51|26;23;51|,100|100|,100|100|
9,100|100|,26;23;51|26;23;51|,0.0|0.0|,26;23;51|26;23;51|,23;23;54|23;23;54|,23;23;54|23;23;54|,100|100|,0;0;0|0;0;0|,100|100|,23;23;54|23;23;54|,23;23;54|23;23;54|,100|100|,100|100|
