Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,84;16;0|84;16;0|,10.0|10.0|,84;16;0|84;16;0|,78;22;0|78;22;0|,78;22;0|78;22;0|,100|100|,0;0;0|0;0;0|,100|100|,78;22;0|78;22;0|,78;22;0|78;22;0|,100|100|,100|100|
1,100|100|,78;22;0|78;22;0|,10.1|10.1|,78;22;0|78;22;0|,75;25;0|75;25;0|,75;25;0|75;25;0|,100|100|,0;0;0|0;0;0|,100|100|,75;25;0|75;25;0|,75;25;0|75;25;0|,100|100|,100|100|
2,100|100|,75;25;0|75;25;0|,10.78|10.78|,75;25;0|75;25;0|,67;31;2|67;31;2|,67;31;2|67;31;2|,100|100|,0;0;0|0;0;0|,100|100|,67;31;2|67;31;2|,67;31;2|67;31;2|,100|100|,100|100|
3,100|100|,67;31;2|67;31;2|,11.67|11.67|,67;31;2|67;31;2|,61;35;4|61;35;4|,61;35;4|61;35;4|,100|100|,0;0;0|0;0;0|,100|100|,61;35;4|61;35;4|,61;35;4|61;35;4|,100|100|,100|100|
4,100|100|,61;35;4|61;35;4|,13.02|13.02|,61;35;4|61;35;4|,53;41;6|53;41;6|,53;41;6|53;41;6|,100|100|,0;0;0|0;0;0|,100|100|,53;41;6|53;41;6|,53;41;6|53;41;6|,100|100|,100|100|
5,100|100|,53;41;6|53;41;6|,14.56|14.56|,53;41;6|53;41;6|,39;49;12|39;49;12|,39;49;12|39;49;12|,100|100|,0;0;0|0;0;0|,100|100|,39;49;12|39;49;12|,39;49;12|39;49;12|,100|100|,100|100|
6,100|100|,39;49;12|39;49;12|,16.48|16.48|,39;49;12|39;49;12|,31;55;14|31;55;14|,31;55;14|31;55;14|,100|100|,0;0;0|0;0;0|,100|100|,31;55;14|31;55;14|,31;55;14|31;55;14|,100|100|,100|100|
7,100|100|,31;55;14|31;55;14|,18.91|18.91|,31;55;14|31;55;14|,27;56;17|27;56;17|,27;56;17|27;56;17|,100|100|,0;0;0|0;0;0|,100|100|,27;56;17|27;56;17|,27;56;17|27;56;17|,100|100|,100|100|
8,100|100|,27;56;17|27;56;17|,21.57|21.57|,27;56;17|27;56;17|,19;57;24|19;57;24|,19;57;24|19;57;24|,100|100|,0;0;0|0;0;0|,100|100|,19;57;24|19;57;24|,19;57;24|19;57;24|,100|100|,100|100|
9,100|100|,19;57;24|19;57;24|,23.94|23.94|,19;57;24|19;57;24|,15;58;27|15;58;27|,15;58;27|15;58;27|,100|100|,0;0;0|0;0;0|,100|100|,15;58;27|15;58;27|,15;58;27|15;58;27|,100|100|,100|100|
10,100|100|,15;58;27|15;58;27|,26.05|26.05|,15;58;27|15;58;27|,11;62;27|11;62;27|,11;62;27|11;62;27|,100|100|,0;0;0|0;0;0|,100|100|,11;62;27|11;62;27|,11;62;27|11;62;27|,100|100|,100|100|
11,100|100|,11;62;27|11;62;27|,27.94|27.94|,11;62;27|11;62;27|,8;64;28|8;64;28|,8;64;28|8;64;28|,100|100|,0;0;0|0;0;0|,100|100|,8;64;28|8;64;28|,8;64;28|8;64;28|,100|100|,100|100|
12,100|100|,8;64;28|8;64;28|,29.95|29.95|,8;64;28|8;64;28|,2;67;31|2;67;31|,2;67;31|2;67;31|,100|100|,0;0;0|0;0;0|,100|100|,2;67;31|2;67;31|,2;67;31|2;67;31|,100|100|,100|100|
13,100|100|,2;67;31|2;67;31|,31.86|31.86|,2;67;31|2;67;31|,2;64;34|2;64;34|,2;64;34|2;64;34|,100|100|,0;0;0|0;0;0|,100|100|,2;64;34|2;64;34|,2;64;34|2;64;34|,100|100|,100|100|
14,100|100|,2;64;34|2;64;34|,33.78|33.78|,2;64;34|2;64;34|,1;62;37|1;62;37|,1;62;37|1;62;37|,100|100|,0;0;0|0;0;0|,100|100|,1;62;37|1;62;37|,1;62;37|1;62;37|,100|100|,100|100|
15,100|100|,1;62;37|1;62;37|,35.11|35.11|,1;62;37|1;62;37|,0;56;44|0;56;44|,0;56;44|0;56;44|,100|100|,0;0;0|0;0;0|,100|100|,0;56;44|0;56;44|,0;56;44|0;56;44|,100|100|,100|100|
16,100|100|,0;56;44|0;56;44|,36.04|36.04|,0;56;44|0;56;44|,0;55;45|0;55;45|,0;55;45|0;55;45|,100|100|,0;0;0|0;0;0|,100|100|,0;55;45|0;55;45|,0;55;45|0;55;45|,100|100|,100|100|
17,100|100|,0;55;45|0;55;45|,36.24|36.24|,0;55;45|0;55;45|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,0;0;0|0;0;0|,100|100|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,100|100|
18,100|100|,0;51;49|0;51;49|,36.3|36.3|,0;51;49|0;51;49|,0;47;53|0;47;53|,0;47;53|0;47;53|,100|100|,0;0;0|0;0;0|,100|100|,0;47;53|0;47;53|,0;47;53|0;47;53|,100|100|,100|100|
19,100|100|,0;47;53|0;47;53|,35.96|35.96|,0;47;53|0;47;53|,0;45;55|0;45;55|,0;45;55|0;45;55|,100|100|,0;0;0|0;0;0|,100|100|,0;45;55|0;45;55|,0;45;55|0;45;55|,100|100|,100|100|
