Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;6;0|94;6;0|,0.0|0.0|,94;6;0|94;6;0|,90;10;0|90;10;0|,90;10;0|90;10;0|,100|100|,0;0;0|0;0;0|,100|100|,90;10;0|90;10;0|,90;10;0|90;10;0|,100|100|,100|100|
1,100|100|,90;10;0|90;10;0|,0.0|0.0|,90;10;0|90;10;0|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,0;0;0|0;0;0|,100|100|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,100|100|
2,100|100|,83;14;3|83;14;3|,0.0|0.0|,83;14;3|83;14;3|,77;17;6|77;17;6|,77;17;6|77;17;6|,100|100|,0;0;0|0;0;0|,100|100|,77;17;6|77;17;6|,77;17;6|77;17;6|,100|100|,100|100|
3,100|100|,77;17;6|77;17;6|,0.0|0.0|,77;17;6|77;17;6|,74;18;8|74;18;8|,74;18;8|74;18;8|,100|100|,0;0;0|0;0;0|,100|100|,74;18;8|74;18;8|,74;18;8|74;18;8|,100|100|,100|100|
4,100|100|,74;18;8|74;18;8|,0.0|0.0|,74;18;8|74;18;8|,66;24;10|66;24;10|,66;24;10|66;24;10|,100|100|,0;0;0|0;0;0|,100|100|,66;24;10|66;24;10|,66;24;10|66;24;10|,100|100|,100|100|
5,100|100|,66;24;10|66;24;10|,0.0|0.0|,66;24;10|66;24;10|,53;30;17|53;30;17|,53;30;17|53;30;17|,100|100|,0;0;0|0;0;0|,100|100|,53;30;17|53;30;17|,53;30;17|53;30;17|,100|100|,100|100|
6,100|100|,53;30;17|53;30;17|,0.0|0.0|,53;30;17|53;30;17|,46;30;24|46;30;24|,46;30;24|46;30;24|,100|100|,0;0;0|0;0;0|,100|100|,46;30;24|46;30;24|,46;30;24|46;30;24|,100|100|,100|100|
7,100|100|,46;30;24|46;30;24|,0.0|0.0|,46;30;24|46;30;24|,35;37;28|35;37;28|,35;37;28|35;37;28|,100|100|,0;0;0|0;0;0|,100|100|,35;37;28|35;37;28|,35;37;28|35;37;28|,100|100|,100|100|
8,100|100|,35;37;28|35;37;28|,0.0|0.0|,35;37;28|35;37;28|,28;35;37|28;35;37|,28;35;37|28;35;37|,100|100|,0;0;0|0;0;0|,100|100|,28;35;37|28;35;37|,28;35;37|28;35;37|,100|100|,100|100|
9,100|100|,28;35;37|28;35;37|,0.0|0.0|,28;35;37|28;35;37|,21;36;43|21;36;43|,21;36;43|21;36;43|,100|100|,0;0;0|0;0;0|,100|100|,21;36;43|21;36;43|,21;36;43|21;36;43|,100|100|,100|100|
10,100|100|,21;36;43|21;36;43|,0.0|0.0|,21;36;43|21;36;43|,17;34;49|17;34;49|,17;34;49|17;34;49|,100|100|,0;0;0|0;0;0|,100|100|,17;34;49|17;34;49|,17;34;49|17;34;49|,100|100|,100|100|
11,100|100|,17;34;49|17;34;49|,0.0|0.0|,17;34;49|17;34;49|,14;28;58|14;28;58|,14;28;58|14;28;58|,100|100|,0;0;0|0;0;0|,100|100|,14;28;58|14;28;58|,14;28;58|14;28;58|,100|100|,100|100|
12,100|100|,14;28;58|14;28;58|,0.0|0.0|,14;28;58|14;28;58|,8;29;63|8;29;63|,8;29;63|8;29;63|,100|100|,0;0;0|0;0;0|,100|100|,8;29;63|8;29;63|,8;29;63|8;29;63|,100|100|,100|100|
13,100|100|,8;29;63|8;29;63|,0.0|0.0|,8;29;63|8;29;63|,6;26;68|6;26;68|,6;26;68|6;26;68|,100|100|,0;0;0|0;0;0|,100|100|,6;26;68|6;26;68|,6;26;68|6;26;68|,100|100|,100|100|
14,100|100|,6;26;68|6;26;68|,0.0|0.0|,6;26;68|6;26;68|,5;20;75|5;20;75|,5;20;75|5;20;75|,100|100|,0;0;0|0;0;0|,100|100|,5;20;75|5;20;75|,5;20;75|5;20;75|,100|100|,100|100|
15,100|100|,5;20;75|5;20;75|,0.0|0.0|,5;20;75|5;20;75|,5;16;79|5;16;79|,5;16;79|5;16;79|,100|100|,0;0;0|0;0;0|,100|100|,5;16;79|5;16;79|,5;16;79|5;16;79|,100|100|,100|100|
16,100|100|,5;16;79|5;16;79|,0.0|0.0|,5;16;79|5;16;79|,5;13;82|5;13;82|,5;13;82|5;13;82|,100|100|,0;0;0|0;0;0|,100|100|,5;13;82|5;13;82|,5;13;82|5;13;82|,100|100|,100|100|
17,100|100|,5;13;82|5;13;82|,0.0|0.0|,5;13;82|5;13;82|,5;7;88|5;7;88|,5;7;88|5;7;88|,100|100|,0;0;0|0;0;0|,100|100|,5;7;88|5;7;88|,5;7;88|5;7;88|,100|100|,100|100|
18,100|100|,5;7;88|5;7;88|,0.0|0.0|,5;7;88|5;7;88|,5;6;89|5;6;89|,5;6;89|5;6;89|,100|100|,0;0;0|0;0;0|,100|100|,5;6;89|5;6;89|,5;6;89|5;6;89|,100|100|,100|100|
19,100|100|,5;6;89|5;6;89|,0.0|0.0|,5;6;89|5;6;89|,5;5;90|5;5;90|,5;5;90|5;5;90|,100|100|,0;0;0|0;0;0|,100|100|,5;5;90|5;5;90|,5;5;90|5;5;90|,100|100|,100|100|
20,100|100|,5;5;90|5;5;90|,0.0|0.0|,5;5;90|5;5;90|,5;5;90|5;5;90|,5;5;90|5;5;90|,100|100|,0;0;0|0;0;0|,100|100|,5;5;90|5;5;90|,5;5;90|5;5;90|,100|100|,100|100|
21,100|100|,5;5;90|5;5;90|,0.0|0.0|,5;5;90|5;5;90|,5;4;91|5;4;91|,5;4;91|5;4;91|,100|100|,0;0;0|0;0;0|,100|100|,5;4;91|5;4;91|,5;4;91|5;4;91|,100|100|,100|100|
22,100|100|,5;4;91|5;4;91|,0.0|0.0|,5;4;91|5;4;91|,5;4;91|5;4;91|,5;4;91|5;4;91|,100|100|,0;0;0|0;0;0|,100|100|,5;4;91|5;4;91|,5;4;91|5;4;91|,100|100|,100|100|
23,100|100|,5;4;91|5;4;91|,0.0|0.0|,5;4;91|5;4;91|,5;4;91|5;4;91|,5;4;91|5;4;91|,100|100|,0;0;0|0;0;0|,100|100|,5;4;91|5;4;91|,5;4;91|5;4;91|,100|100|,100|100|
24,100|100|,5;4;91|5;4;91|,0.0|0.0|,5;4;91|5;4;91|,5;3;92|5;3;92|,5;3;92|5;3;92|,100|100|,0;0;0|0;0;0|,100|100|,5;3;92|5;3;92|,5;3;92|5;3;92|,100|100|,100|100|
25,100|100|,5;3;92|5;3;92|,0.0|0.0|,5;3;92|5;3;92|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,0;0;0|0;0;0|,100|100|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,100|100|
26,100|100|,5;2;93|5;2;93|,0.0|0.0|,5;2;93|5;2;93|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,0;0;0|0;0;0|,100|100|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,100|100|
27,100|100|,5;2;93|5;2;93|,0.0|0.0|,5;2;93|5;2;93|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,0;0;0|0;0;0|,100|100|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,100|100|
28,100|100|,5;2;93|5;2;93|,0.0|0.0|,5;2;93|5;2;93|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
29,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
30,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
31,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
32,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
33,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
34,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
35,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
36,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
37,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
38,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
39,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
40,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
41,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
42,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
43,100|100|,5;0;95|5;0;95|,0.0|0.0|,5;0;95|5;0;95|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,0;0;0|0;0;0|,100|100|,5;0;95|5;0;95|,5;0;95|5;0;95|,100|100|,100|100|
