Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2497|1911|1663|1364|1076|847|658|477|396|369|217|270|256|239|116|144|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2497|1911|1663|1364|1076|847|658|477|396|369|217|270|256|239|116|144|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2497|1911|1663|1364|1076|847|658|477|396|369|217|270|256|239|260|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2497|1911|1663|1364|1076|847|658|477|396|369|217|270|256|239|260|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4997|2497|1911|1663|1364|1076|847|658|477|396|369|217|270|256|239|260|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4997|2497|1911|1663|1364|1076|847|658|477|396|369|217|270|256|239|260|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,235|1149|533|437|330|245|176|128|83|62|52|28|55|73|90|52|,4762|1348|1378|1226|1034|831|671|530|394|334|317|189|215|183|149|64|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4762|1348|1378|1226|1034|831|671|530|394|334|317|189|215|183|149|64|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4762|1348|1378|1226|1034|831|671|530|394|334|317|189|215|183|149|64|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4762|1348|1378|1226|1034|831|671|530|394|334|317|189|215|183|213|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4762|1348|1378|1226|1034|831|671|530|394|334|317|189|215|183|213|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4428|4762|1348|1378|1226|1034|831|671|530|394|334|317|189|215|183|213|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4428|4762|1348|1378|1226|1034|831|671|530|394|334|317|189|215|183|213|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,253|2232|381|370|306|240|178|133|100|66|49|56|39|63|70|72|,4175|2530|967|1008|920|794|653|538|430|328|285|261|150|152|113|77|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4175|2530|967|1008|920|794|653|538|430|328|285|261|150|152|113|77|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4175|2530|967|1008|920|794|653|538|430|328|285|261|150|152|113|77|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4175|2530|967|1008|920|794|653|538|430|328|285|261|150|152|190|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4175|2530|967|1008|920|794|653|538|430|328|285|261|150|152|190|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4637|4175|2530|967|1008|920|794|653|538|430|328|285|261|150|152|190|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4637|4175|2530|967|1008|920|794|653|538|430|328|285|261|150|152|190|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,246|1956|731|253|253|209|169|128|95|65|47|44|52|46|60|54|,4391|2219|1799|714|755|711|625|525|443|365|281|241|209|104|92|59|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4391|2219|1799|714|755|711|625|525|443|365|281|241|209|104|92|59|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4391|2219|1799|714|755|711|625|525|443|365|281|241|209|104|92|59|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4391|2219|1799|714|755|711|625|524|443|365|281|241|209|104|151|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4391|2219|1799|714|755|711|625|524|443|365|281|241|209|104|151|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4604|4391|2219|1799|714|755|711|625|524|443|365|281|241|209|104|151|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4604|4391|2219|1799|714|755|711|625|524|443|365|281|241|209|104|151|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,134|2066|649|494|172|178|148|118|93|75|51|44|54|59|40|47|,4470|2325|1570|1305|542|577|563|507|431|368|314|237|187|150|64|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4470|2325|1570|1305|542|577|563|507|431|368|314|237|187|150|64|45|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4470|2325|1570|1305|542|577|563|507|431|368|314|237|187|150|64|45|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4470|2325|1570|1305|542|577|563|507|431|368|314|237|187|150|109|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4470|2325|1570|1305|542|577|563|507|431|368|314|237|187|150|109|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4626|4470|2325|1570|1305|542|577|563|507|431|368|314|237|187|150|109|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4626|4470|2325|1570|1305|542|577|563|507|431|368|314|237|187|150|109|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,125|2107|685|434|339|126|127|113|90|71|57|49|46|51|54|27|,4501|2363|1640|1136|966|416|450|450|417|360|311|265|191|136|96|37|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4501|2363|1640|1136|966|416|450|450|417|360|311|265|191|136|96|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4501|2363|1640|1136|966|416|450|450|417|360|311|265|191|136|96|37|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4501|2363|1640|1136|966|416|450|450|417|360|311|264|191|136|133|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4501|2363|1640|1136|966|416|450|450|417|360|311|264|191|136|133|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4634|4501|2363|1640|1136|966|416|450|450|417|360|311|264|191|136|133|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4634|4501|2363|1640|1136|966|416|450|450|417|360|311|264|191|136|133|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,112|2120|701|447|287|226|89|89|77|68|52|49|51|55|54|40|,4522|2381|1662|1193|849|740|327|361|373|349|308|262|213|136|82|56|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4522|2381|1662|1193|849|740|327|361|373|349|308|262|213|136|82|56|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4522|2381|1662|1193|849|740|327|361|373|349|308|262|213|136|82|56|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4522|2381|1661|1193|848|740|326|361|373|349|308|262|213|136|138|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4522|2381|1661|1193|848|740|326|361|373|349|308|262|213|136|138|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4673|4522|2381|1661|1193|848|740|326|361|373|349|308|262|213|136|138|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4673|4522|2381|1661|1193|848|740|326|361|373|349|308|262|213|136|138|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,76|2144|705|467|311|204|160|61|60|52|50|52|55|65|54|41|,4597|2378|1676|1194|882|644|580|265|301|321|299|256|207|148|82|41|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4597|2378|1676|1194|882|644|580|265|301|321|299|256|207|148|82|41|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4597|2378|1676|1194|882|644|580|265|301|321|299|256|207|148|82|41|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4597|2376|1674|1194|881|644|580|265|300|321|299|256|206|148|123|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4597|2376|1674|1194|881|644|580|265|300|321|299|256|206|148|123|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4622|4597|2376|1674|1194|881|644|580|265|300|321|299|256|206|148|123|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4622|4597|2376|1674|1194|881|644|580|265|300|321|299|256|206|148|123|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,122|2178|710|464|311|216|145|120|45|48|45|54|51|63|57|39|,4500|2419|1666|1210|883|665|499|460|220|252|276|245|205|143|91|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4500|2419|1666|1210|883|665|499|460|220|252|276|245|205|143|91|43|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4500|2419|1666|1210|883|665|499|460|220|252|276|245|205|143|91|43|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4500|2417|1664|1205|879|664|499|459|220|252|274|245|205|142|134|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4500|2417|1664|1205|879|664|499|459|220|252|274|245|205|142|134|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4605|4500|2417|1664|1205|879|664|499|459|220|252|274|245|205|142|134|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4605|4500|2417|1664|1205|879|664|499|459|220|252|274|245|205|142|134|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,55|2130|721|467|319|212|146|107|82|35|39|43|46|64|52|42|,4550|2370|1696|1197|886|667|518|392|377|185|213|231|199|141|90|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4550|2370|1696|1197|886|667|518|392|377|185|213|231|199|141|90|49|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4550|2370|1696|1197|886|667|518|392|377|185|213|231|199|141|90|49|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4550|2367|1687|1195|886|665|517|390|376|184|213|230|199|141|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4550|2367|1687|1195|886|665|517|390|376|184|213|230|199|141|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4594|4550|2367|1687|1195|886|665|517|390|376|184|213|230|199|141|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4594|4550|2367|1687|1195|886|665|517|390|376|184|213|230|199|141|139|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,56|2157|703|471|308|215|147|109|77|64|30|34|45|58|50|44|,4538|2393|1664|1216|887|671|518|408|313|312|154|179|185|141|91|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
