Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,0;0;0|0;0;0|,100|100|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,100|100|
1,100|100|,82;17;1|82;17;1|,0.0|0.0|,82;17;1|82;17;1|,75;19;6|75;19;6|,75;19;6|75;19;6|,100|100|,0;0;0|0;0;0|,100|100|,75;19;6|75;19;6|,75;19;6|75;19;6|,100|100|,100|100|
2,100|100|,75;19;6|75;19;6|,0.0|0.0|,75;19;6|75;19;6|,71;21;8|71;21;8|,71;21;8|71;21;8|,100|100|,0;0;0|0;0;0|,100|100|,71;21;8|71;21;8|,71;21;8|71;21;8|,100|100|,100|100|
3,100|100|,71;21;8|71;21;8|,0.0|0.0|,71;21;8|71;21;8|,64;27;9|64;27;9|,64;27;9|64;27;9|,100|100|,0;0;0|0;0;0|,100|100|,64;27;9|64;27;9|,64;27;9|64;27;9|,100|100|,100|100|
4,100|100|,64;27;9|64;27;9|,0.0|0.0|,64;27;9|64;27;9|,57;31;12|57;31;12|,57;31;12|57;31;12|,100|100|,0;0;0|0;0;0|,100|100|,57;31;12|57;31;12|,57;31;12|57;31;12|,100|100|,100|100|
5,100|100|,57;31;12|57;31;12|,0.0|0.0|,57;31;12|57;31;12|,51;29;20|51;29;20|,51;29;20|51;29;20|,100|100|,0;0;0|0;0;0|,100|100|,51;29;20|51;29;20|,51;29;20|51;29;20|,100|100|,100|100|
6,100|100|,51;29;20|51;29;20|,0.0|0.0|,51;29;20|51;29;20|,44;27;29|44;27;29|,44;27;29|44;27;29|,100|100|,0;0;0|0;0;0|,100|100|,44;27;29|44;27;29|,44;27;29|44;27;29|,100|100|,100|100|
7,100|100|,44;27;29|44;27;29|,0.0|0.0|,44;27;29|44;27;29|,38;28;34|38;28;34|,38;28;34|38;28;34|,100|100|,0;0;0|0;0;0|,100|100|,38;28;34|38;28;34|,38;28;34|38;28;34|,100|100|,100|100|
8,100|100|,38;28;34|38;28;34|,0.0|0.0|,38;28;34|38;28;34|,34;28;38|34;28;38|,34;28;38|34;28;38|,100|100|,0;0;0|0;0;0|,100|100|,34;28;38|34;28;38|,34;28;38|34;28;38|,100|100|,100|100|
9,100|100|,34;28;38|34;28;38|,0.0|0.0|,34;28;38|34;28;38|,22;35;43|22;35;43|,22;35;43|22;35;43|,100|100|,0;0;0|0;0;0|,100|100|,22;35;43|22;35;43|,22;35;43|22;35;43|,100|100|,100|100|
10,100|100|,22;35;43|22;35;43|,0.0|0.0|,22;35;43|22;35;43|,18;31;51|18;31;51|,18;31;51|18;31;51|,100|100|,0;0;0|0;0;0|,100|100|,18;31;51|18;31;51|,18;31;51|18;31;51|,100|100|,100|100|
11,100|100|,18;31;51|18;31;51|,0.0|0.0|,18;31;51|18;31;51|,17;24;59|17;24;59|,17;24;59|17;24;59|,100|100|,0;0;0|0;0;0|,100|100|,17;24;59|17;24;59|,17;24;59|17;24;59|,100|100|,100|100|
12,100|100|,17;24;59|17;24;59|,0.0|0.0|,17;24;59|17;24;59|,17;21;62|17;21;62|,17;21;62|17;21;62|,100|100|,0;0;0|0;0;0|,100|100|,17;21;62|17;21;62|,17;21;62|17;21;62|,100|100|,100|100|
13,100|100|,17;21;62|17;21;62|,0.0|0.0|,17;21;62|17;21;62|,15;20;65|15;20;65|,15;20;65|15;20;65|,100|100|,0;0;0|0;0;0|,100|100|,15;20;65|15;20;65|,15;20;65|15;20;65|,100|100|,100|100|
14,100|100|,15;20;65|15;20;65|,0.0|0.0|,15;20;65|15;20;65|,15;14;71|15;14;71|,15;14;71|15;14;71|,100|100|,0;0;0|0;0;0|,100|100|,15;14;71|15;14;71|,15;14;71|15;14;71|,100|100|,100|100|
15,100|100|,15;14;71|15;14;71|,0.0|0.0|,15;14;71|15;14;71|,14;13;73|14;13;73|,14;13;73|14;13;73|,100|100|,0;0;0|0;0;0|,100|100|,14;13;73|14;13;73|,14;13;73|14;13;73|,100|100|,100|100|
16,100|100|,14;13;73|14;13;73|,0.0|0.0|,14;13;73|14;13;73|,13;13;74|13;13;74|,13;13;74|13;13;74|,100|100|,0;0;0|0;0;0|,100|100|,13;13;74|13;13;74|,13;13;74|13;13;74|,100|100|,100|100|
17,100|100|,13;13;74|13;13;74|,0.0|0.0|,13;13;74|13;13;74|,12;12;76|12;12;76|,12;12;76|12;12;76|,100|100|,0;0;0|0;0;0|,100|100|,12;12;76|12;12;76|,12;12;76|12;12;76|,100|100|,100|100|
18,100|100|,12;12;76|12;12;76|,0.0|0.0|,12;12;76|12;12;76|,10;12;78|10;12;78|,10;12;78|10;12;78|,100|100|,0;0;0|0;0;0|,100|100|,10;12;78|10;12;78|,10;12;78|10;12;78|,100|100|,100|100|
19,100|100|,10;12;78|10;12;78|,0.0|0.0|,10;12;78|10;12;78|,10;11;79|10;11;79|,10;11;79|10;11;79|,100|100|,0;0;0|0;0;0|,100|100|,10;11;79|10;11;79|,10;11;79|10;11;79|,100|100|,100|100|
20,100|100|,10;11;79|10;11;79|,0.0|0.0|,10;11;79|10;11;79|,10;9;81|10;9;81|,10;9;81|10;9;81|,100|100|,0;0;0|0;0;0|,100|100|,10;9;81|10;9;81|,10;9;81|10;9;81|,100|100|,100|100|
21,100|100|,10;9;81|10;9;81|,0.0|0.0|,10;9;81|10;9;81|,9;9;82|9;9;82|,9;9;82|9;9;82|,100|100|,0;0;0|0;0;0|,100|100|,9;9;82|9;9;82|,9;9;82|9;9;82|,100|100|,100|100|
22,100|100|,9;9;82|9;9;82|,0.0|0.0|,9;9;82|9;9;82|,9;9;82|9;9;82|,9;9;82|9;9;82|,100|100|,0;0;0|0;0;0|,100|100|,9;9;82|9;9;82|,9;9;82|9;9;82|,100|100|,100|100|
23,100|100|,9;9;82|9;9;82|,0.0|0.0|,9;9;82|9;9;82|,9;7;84|9;7;84|,9;7;84|9;7;84|,100|100|,0;0;0|0;0;0|,100|100|,9;7;84|9;7;84|,9;7;84|9;7;84|,100|100|,100|100|
24,100|100|,9;7;84|9;7;84|,0.0|0.0|,9;7;84|9;7;84|,9;6;85|9;6;85|,9;6;85|9;6;85|,100|100|,0;0;0|0;0;0|,100|100|,9;6;85|9;6;85|,9;6;85|9;6;85|,100|100|,100|100|
25,100|100|,9;6;85|9;6;85|,0.0|0.0|,9;6;85|9;6;85|,9;5;86|9;5;86|,9;5;86|9;5;86|,100|100|,0;0;0|0;0;0|,100|100|,9;5;86|9;5;86|,9;5;86|9;5;86|,100|100|,100|100|
26,100|100|,9;5;86|9;5;86|,0.0|0.0|,9;5;86|9;5;86|,7;5;88|7;5;88|,7;5;88|7;5;88|,100|100|,0;0;0|0;0;0|,100|100|,7;5;88|7;5;88|,7;5;88|7;5;88|,100|100|,100|100|
