Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,0.0|0.0|,92;8;0|92;8;0|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,0;0;0|0;0;0|,100|100|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,100|100|
1,100|100|,88;10;2|88;10;2|,0.0|0.0|,88;10;2|88;10;2|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,0;0;0|0;0;0|,100|100|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,100|100|
2,100|100|,84;12;4|84;12;4|,0.0|0.0|,84;12;4|84;12;4|,80;13;7|80;13;7|,80;13;7|80;13;7|,100|100|,0;0;0|0;0;0|,100|100|,80;13;7|80;13;7|,80;13;7|80;13;7|,100|100|,100|100|
3,100|100|,80;13;7|80;13;7|,0.0|0.0|,80;13;7|80;13;7|,77;14;9|77;14;9|,77;14;9|77;14;9|,100|100|,0;0;0|0;0;0|,100|100|,77;14;9|77;14;9|,77;14;9|77;14;9|,100|100|,100|100|
4,100|100|,77;14;9|77;14;9|,0.0|0.0|,77;14;9|77;14;9|,73;14;13|73;14;13|,73;14;13|73;14;13|,100|100|,0;0;0|0;0;0|,100|100|,73;14;13|73;14;13|,73;14;13|73;14;13|,100|100|,100|100|
5,100|100|,73;14;13|73;14;13|,0.0|0.0|,73;14;13|73;14;13|,72;11;17|72;11;17|,72;11;17|72;11;17|,100|100|,0;0;0|0;0;0|,100|100|,72;11;17|72;11;17|,72;11;17|72;11;17|,100|100|,100|100|
6,100|100|,72;11;17|72;11;17|,0.0|0.0|,72;11;17|72;11;17|,70;11;19|70;11;19|,70;11;19|70;11;19|,100|100|,0;0;0|0;0;0|,100|100|,70;11;19|70;11;19|,70;11;19|70;11;19|,100|100|,100|100|
7,100|100|,70;11;19|70;11;19|,0.0|0.0|,70;11;19|70;11;19|,67;12;21|67;12;21|,67;12;21|67;12;21|,100|100|,0;0;0|0;0;0|,100|100|,67;12;21|67;12;21|,67;12;21|67;12;21|,100|100|,100|100|
8,100|100|,67;12;21|67;12;21|,0.0|0.0|,67;12;21|67;12;21|,65;12;23|65;12;23|,65;12;23|65;12;23|,100|100|,0;0;0|0;0;0|,100|100|,65;12;23|65;12;23|,65;12;23|65;12;23|,100|100|,100|100|
9,100|100|,65;12;23|65;12;23|,0.0|0.0|,65;12;23|65;12;23|,60;14;26|60;14;26|,60;14;26|60;14;26|,100|100|,0;0;0|0;0;0|,100|100|,60;14;26|60;14;26|,60;14;26|60;14;26|,100|100|,100|100|
10,100|100|,60;14;26|60;14;26|,0.0|0.0|,60;14;26|60;14;26|,58;12;30|58;12;30|,58;12;30|58;12;30|,100|100|,0;0;0|0;0;0|,100|100|,58;12;30|58;12;30|,58;12;30|58;12;30|,100|100|,100|100|
11,100|100|,58;12;30|58;12;30|,0.0|0.0|,58;12;30|58;12;30|,54;14;32|54;14;32|,54;14;32|54;14;32|,100|100|,0;0;0|0;0;0|,100|100|,54;14;32|54;14;32|,54;14;32|54;14;32|,100|100|,100|100|
12,100|100|,54;14;32|54;14;32|,0.0|0.0|,54;14;32|54;14;32|,51;15;34|51;15;34|,51;15;34|51;15;34|,100|100|,0;0;0|0;0;0|,100|100|,51;15;34|51;15;34|,51;15;34|51;15;34|,100|100|,100|100|
13,100|100|,51;15;34|51;15;34|,0.0|0.0|,51;15;34|51;15;34|,49;14;37|49;14;37|,49;14;37|49;14;37|,100|100|,0;0;0|0;0;0|,100|100|,49;14;37|49;14;37|,49;14;37|49;14;37|,100|100|,100|100|
14,100|100|,49;14;37|49;14;37|,0.0|0.0|,49;14;37|49;14;37|,47;12;41|47;12;41|,47;12;41|47;12;41|,100|100|,0;0;0|0;0;0|,100|100|,47;12;41|47;12;41|,47;12;41|47;12;41|,100|100|,100|100|
15,100|100|,47;12;41|47;12;41|,0.0|0.0|,47;12;41|47;12;41|,43;14;43|43;14;43|,43;14;43|43;14;43|,100|100|,0;0;0|0;0;0|,100|100|,43;14;43|43;14;43|,43;14;43|43;14;43|,100|100|,100|100|
16,100|100|,43;14;43|43;14;43|,0.0|0.0|,43;14;43|43;14;43|,40;14;46|40;14;46|,40;14;46|40;14;46|,100|100|,0;0;0|0;0;0|,100|100|,40;14;46|40;14;46|,40;14;46|40;14;46|,100|100|,100|100|
17,100|100|,40;14;46|40;14;46|,0.0|0.0|,40;14;46|40;14;46|,39;11;50|39;11;50|,39;11;50|39;11;50|,100|100|,0;0;0|0;0;0|,100|100|,39;11;50|39;11;50|,39;11;50|39;11;50|,100|100|,100|100|
18,100|100|,39;11;50|39;11;50|,0.0|0.0|,39;11;50|39;11;50|,37;13;50|37;13;50|,37;13;50|37;13;50|,100|100|,0;0;0|0;0;0|,100|100|,37;13;50|37;13;50|,37;13;50|37;13;50|,100|100|,100|100|
19,100|100|,37;13;50|37;13;50|,0.0|0.0|,37;13;50|37;13;50|,37;12;51|37;12;51|,37;12;51|37;12;51|,100|100|,0;0;0|0;0;0|,100|100|,37;12;51|37;12;51|,37;12;51|37;12;51|,100|100|,100|100|
20,100|100|,37;12;51|37;12;51|,0.0|0.0|,37;12;51|37;12;51|,35;13;52|35;13;52|,35;13;52|35;13;52|,100|100|,0;0;0|0;0;0|,100|100|,35;13;52|35;13;52|,35;13;52|35;13;52|,100|100|,100|100|
21,100|100|,35;13;52|35;13;52|,0.0|0.0|,35;13;52|35;13;52|,35;9;56|35;9;56|,35;9;56|35;9;56|,100|100|,0;0;0|0;0;0|,100|100|,35;9;56|35;9;56|,35;9;56|35;9;56|,100|100|,100|100|
22,100|100|,35;9;56|35;9;56|,0.0|0.0|,35;9;56|35;9;56|,33;10;57|33;10;57|,33;10;57|33;10;57|,100|100|,0;0;0|0;0;0|,100|100|,33;10;57|33;10;57|,33;10;57|33;10;57|,100|100|,100|100|
23,100|100|,33;10;57|33;10;57|,0.0|0.0|,33;10;57|33;10;57|,30;11;59|30;11;59|,30;11;59|30;11;59|,100|100|,0;0;0|0;0;0|,100|100|,30;11;59|30;11;59|,30;11;59|30;11;59|,100|100|,100|100|
24,100|100|,30;11;59|30;11;59|,0.0|0.0|,30;11;59|30;11;59|,26;14;60|26;14;60|,26;14;60|26;14;60|,100|100|,0;0;0|0;0;0|,100|100|,26;14;60|26;14;60|,26;14;60|26;14;60|,100|100|,100|100|
25,100|100|,26;14;60|26;14;60|,0.0|0.0|,26;14;60|26;14;60|,23;17;60|23;17;60|,23;17;60|23;17;60|,100|100|,0;0;0|0;0;0|,100|100|,23;17;60|23;17;60|,23;17;60|23;17;60|,100|100|,100|100|
26,100|100|,23;17;60|23;17;60|,0.0|0.0|,23;17;60|23;17;60|,22;12;66|22;12;66|,22;12;66|22;12;66|,100|100|,0;0;0|0;0;0|,100|100|,22;12;66|22;12;66|,22;12;66|22;12;66|,100|100|,100|100|
27,100|100|,22;12;66|22;12;66|,0.0|0.0|,22;12;66|22;12;66|,21;10;69|21;10;69|,21;10;69|21;10;69|,100|100|,0;0;0|0;0;0|,100|100|,21;10;69|21;10;69|,21;10;69|21;10;69|,100|100|,100|100|
28,100|100|,21;10;69|21;10;69|,0.0|0.0|,21;10;69|21;10;69|,19;10;71|19;10;71|,19;10;71|19;10;71|,100|100|,0;0;0|0;0;0|,100|100|,19;10;71|19;10;71|,19;10;71|19;10;71|,100|100|,100|100|
