Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,0;0;0|0;0;0|,100|100|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,100|100|
1,100|100|,80;20;0|80;20;0|,10.5|10.5|,80;20;0|80;20;0|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,0;0;0|0;0;0|,100|100|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,100|100|
2,100|100|,75;24;1|75;24;1|,11.32|11.32|,75;24;1|75;24;1|,66;32;2|66;32;2|,66;32;2|66;32;2|,100|100|,0;0;0|0;0;0|,100|100|,66;32;2|66;32;2|,66;32;2|66;32;2|,100|100|,100|100|
3,100|100|,66;32;2|66;32;2|,12.83|12.83|,66;32;2|66;32;2|,60;38;2|60;38;2|,60;38;2|60;38;2|,100|100|,0;0;0|0;0;0|,100|100|,60;38;2|60;38;2|,60;38;2|60;38;2|,100|100|,100|100|
4,100|100|,60;38;2|60;38;2|,14.7|14.7|,60;38;2|60;38;2|,52;39;9|52;39;9|,52;39;9|52;39;9|,100|100|,0;0;0|0;0;0|,100|100|,52;39;9|52;39;9|,52;39;9|52;39;9|,100|100|,100|100|
5,100|100|,52;39;9|52;39;9|,16.4|16.4|,52;39;9|52;39;9|,45;45;10|45;45;10|,45;45;10|45;45;10|,100|100|,0;0;0|0;0;0|,100|100|,45;45;10|45;45;10|,45;45;10|45;45;10|,100|100|,100|100|
6,100|100|,45;45;10|45;45;10|,18.44|18.44|,45;45;10|45;45;10|,39;49;12|39;49;12|,39;49;12|39;49;12|,100|100|,0;0;0|0;0;0|,100|100|,39;49;12|39;49;12|,39;49;12|39;49;12|,100|100|,100|100|
7,100|100|,39;49;12|39;49;12|,20.57|20.57|,39;49;12|39;49;12|,35;50;15|35;50;15|,35;50;15|35;50;15|,100|100|,0;0;0|0;0;0|,100|100|,35;50;15|35;50;15|,35;50;15|35;50;15|,100|100|,100|100|
8,100|100|,35;50;15|35;50;15|,22.49|22.49|,35;50;15|35;50;15|,26;54;20|26;54;20|,26;54;20|26;54;20|,100|100|,0;0;0|0;0;0|,100|100|,26;54;20|26;54;20|,26;54;20|26;54;20|,100|100|,100|100|
9,100|100|,26;54;20|26;54;20|,24.51|24.51|,26;54;20|26;54;20|,23;56;21|23;56;21|,23;56;21|23;56;21|,100|100|,0;0;0|0;0;0|,100|100|,23;56;21|23;56;21|,23;56;21|23;56;21|,100|100|,100|100|
10,100|100|,23;56;21|23;56;21|,26.44|26.44|,23;56;21|23;56;21|,19;57;24|19;57;24|,19;57;24|19;57;24|,100|100|,0;0;0|0;0;0|,100|100|,19;57;24|19;57;24|,19;57;24|19;57;24|,100|100|,100|100|
11,100|100|,19;57;24|19;57;24|,28.17|28.17|,19;57;24|19;57;24|,14;61;25|14;61;25|,14;61;25|14;61;25|,100|100|,0;0;0|0;0;0|,100|100|,14;61;25|14;61;25|,14;61;25|14;61;25|,100|100|,100|100|
12,100|100|,14;61;25|14;61;25|,30.05|30.05|,14;61;25|14;61;25|,12;59;29|12;59;29|,12;59;29|12;59;29|,100|100|,0;0;0|0;0;0|,100|100|,12;59;29|12;59;29|,12;59;29|12;59;29|,100|100|,100|100|
13,100|100|,12;59;29|12;59;29|,31.44|31.44|,12;59;29|12;59;29|,7;61;32|7;61;32|,7;61;32|7;61;32|,100|100|,0;0;0|0;0;0|,100|100|,7;61;32|7;61;32|,7;61;32|7;61;32|,100|100|,100|100|
14,100|100|,7;61;32|7;61;32|,32.82|32.82|,7;61;32|7;61;32|,2;60;38|2;60;38|,2;60;38|2;60;38|,100|100|,0;0;0|0;0;0|,100|100|,2;60;38|2;60;38|,2;60;38|2;60;38|,100|100|,100|100|
15,100|100|,2;60;38|2;60;38|,33.9|33.9|,2;60;38|2;60;38|,0;60;40|0;60;40|,0;60;40|0;60;40|,100|100|,0;0;0|0;0;0|,100|100|,0;60;40|0;60;40|,0;60;40|0;60;40|,100|100|,100|100|
16,100|100|,0;60;40|0;60;40|,34.81|34.81|,0;60;40|0;60;40|,0;58;42|0;58;42|,0;58;42|0;58;42|,100|100|,0;0;0|0;0;0|,100|100|,0;58;42|0;58;42|,0;58;42|0;58;42|,100|100|,100|100|
17,100|100|,0;58;42|0;58;42|,35.39|35.39|,0;58;42|0;58;42|,0;56;44|0;56;44|,0;56;44|0;56;44|,100|100|,0;0;0|0;0;0|,100|100|,0;56;44|0;56;44|,0;56;44|0;56;44|,100|100|,100|100|
18,100|100|,0;56;44|0;56;44|,35.68|35.68|,0;56;44|0;56;44|,0;55;45|0;55;45|,0;55;45|0;55;45|,100|100|,0;0;0|0;0;0|,100|100|,0;55;45|0;55;45|,0;55;45|0;55;45|,100|100|,100|100|
19,100|100|,0;55;45|0;55;45|,35.83|35.83|,0;55;45|0;55;45|,0;52;48|0;52;48|,0;52;48|0;52;48|,100|100|,0;0;0|0;0;0|,100|100|,0;52;48|0;52;48|,0;52;48|0;52;48|,100|100|,100|100|
20,100|100|,0;52;48|0;52;48|,35.66|35.66|,0;52;48|0;52;48|,0;52;48|0;52;48|,0;52;48|0;52;48|,100|100|,0;0;0|0;0;0|,100|100|,0;52;48|0;52;48|,0;52;48|0;52;48|,100|100|,100|100|
21,100|100|,0;52;48|0;52;48|,35.51|35.51|,0;52;48|0;52;48|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,0;0;0|0;0;0|,100|100|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,100|100|
22,100|100|,0;51;49|0;51;49|,35.28|35.28|,0;51;49|0;51;49|,0;49;51|0;49;51|,0;49;51|0;49;51|,100|100|,0;0;0|0;0;0|,100|100|,0;49;51|0;49;51|,0;49;51|0;49;51|,100|100|,100|100|
23,100|100|,0;49;51|0;49;51|,34.89|34.89|,0;49;51|0;49;51|,0;46;54|0;46;54|,0;46;54|0;46;54|,100|100|,0;0;0|0;0;0|,100|100|,0;46;54|0;46;54|,0;46;54|0;46;54|,100|100|,100|100|
24,100|100|,0;46;54|0;46;54|,34.26|34.26|,0;46;54|0;46;54|,0;45;55|0;45;55|,0;45;55|0;45;55|,100|100|,0;0;0|0;0;0|,100|100|,0;45;55|0;45;55|,0;45;55|0;45;55|,100|100|,100|100|
25,100|100|,0;45;55|0;45;55|,33.62|33.62|,0;45;55|0;45;55|,0;43;57|0;43;57|,0;43;57|0;43;57|,100|100|,0;0;0|0;0;0|,100|100|,0;43;57|0;43;57|,0;43;57|0;43;57|,100|100|,100|100|
26,100|100|,0;43;57|0;43;57|,32.87|32.87|,0;43;57|0;43;57|,0;41;59|0;41;59|,0;41;59|0;41;59|,100|100|,0;0;0|0;0;0|,100|100|,0;41;59|0;41;59|,0;41;59|0;41;59|,100|100|,100|100|
27,100|100|,0;41;59|0;41;59|,32.04|32.04|,0;41;59|0;41;59|,0;40;60|0;40;60|,0;40;60|0;40;60|,100|100|,0;0;0|0;0;0|,100|100|,0;40;60|0;40;60|,0;40;60|0;40;60|,100|100|,100|100|
28,100|100|,0;40;60|0;40;60|,31.24|31.24|,0;40;60|0;40;60|,0;38;62|0;38;62|,0;38;62|0;38;62|,100|100|,0;0;0|0;0;0|,100|100|,0;38;62|0;38;62|,0;38;62|0;38;62|,100|100|,100|100|
29,100|100|,0;38;62|0;38;62|,30.35|30.35|,0;38;62|0;38;62|,0;36;64|0;36;64|,0;36;64|0;36;64|,100|100|,0;0;0|0;0;0|,100|100|,0;36;64|0;36;64|,0;36;64|0;36;64|,100|100|,100|100|
30,100|100|,0;36;64|0;36;64|,29.4|29.4|,0;36;64|0;36;64|,0;34;66|0;34;66|,0;34;66|0;34;66|,100|100|,0;0;0|0;0;0|,100|100|,0;34;66|0;34;66|,0;34;66|0;34;66|,100|100|,100|100|
31,100|100|,0;34;66|0;34;66|,28.39|28.39|,0;34;66|0;34;66|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,0;0;0|0;0;0|,100|100|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,100|100|
32,100|100|,0;31;69|0;31;69|,27.23|27.23|,0;31;69|0;31;69|,0;30;70|0;30;70|,0;30;70|0;30;70|,100|100|,0;0;0|0;0;0|,100|100|,0;30;70|0;30;70|,0;30;70|0;30;70|,100|100|,100|100|
33,100|100|,0;30;70|0;30;70|,26.15|26.15|,0;30;70|0;30;70|,0;29;71|0;29;71|,0;29;71|0;29;71|,100|100|,0;0;0|0;0;0|,100|100|,0;29;71|0;29;71|,0;29;71|0;29;71|,100|100|,100|100|
34,100|100|,0;29;71|0;29;71|,25.12|25.12|,0;29;71|0;29;71|,0;29;71|0;29;71|,0;29;71|0;29;71|,100|100|,0;0;0|0;0;0|,100|100|,0;29;71|0;29;71|,0;29;71|0;29;71|,100|100|,100|100|
