Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,0;0;0|0;0;0|,100|100|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,100|100|
1,100|100|,87;12;1|87;12;1|,9.7|9.7|,87;12;1|87;12;1|,82;16;2|82;16;2|,82;16;2|82;16;2|,100|100|,0;0;0|0;0;0|,100|100|,82;16;2|82;16;2|,82;16;2|82;16;2|,100|100|,100|100|
2,100|100|,82;16;2|82;16;2|,9.84|9.84|,82;16;2|82;16;2|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,0;0;0|0;0;0|,100|100|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,100|100|
3,100|100|,77;21;2|77;21;2|,10.47|10.47|,77;21;2|77;21;2|,71;22;7|71;22;7|,71;22;7|71;22;7|,100|100|,0;0;0|0;0;0|,100|100|,71;22;7|71;22;7|,71;22;7|71;22;7|,100|100|,100|100|
4,100|100|,71;22;7|71;22;7|,11.1|11.1|,71;22;7|71;22;7|,65;28;7|65;28;7|,65;28;7|65;28;7|,100|100|,0;0;0|0;0;0|,100|100|,65;28;7|65;28;7|,65;28;7|65;28;7|,100|100|,100|100|
5,100|100|,65;28;7|65;28;7|,12.23|12.23|,65;28;7|65;28;7|,58;32;10|58;32;10|,58;32;10|58;32;10|,100|100|,0;0;0|0;0;0|,100|100|,58;32;10|58;32;10|,58;32;10|58;32;10|,100|100|,100|100|
6,100|100|,58;32;10|58;32;10|,13.6|13.6|,58;32;10|58;32;10|,51;34;15|51;34;15|,51;34;15|51;34;15|,100|100|,0;0;0|0;0;0|,100|100|,51;34;15|51;34;15|,51;34;15|51;34;15|,100|100|,100|100|
7,100|100|,51;34;15|51;34;15|,14.96|14.96|,51;34;15|51;34;15|,44;38;18|44;38;18|,44;38;18|44;38;18|,100|100|,0;0;0|0;0;0|,100|100|,44;38;18|44;38;18|,44;38;18|44;38;18|,100|100|,100|100|
8,100|100|,44;38;18|44;38;18|,16.51|16.51|,44;38;18|44;38;18|,38;42;20|38;42;20|,38;42;20|38;42;20|,100|100|,0;0;0|0;0;0|,100|100|,38;42;20|38;42;20|,38;42;20|38;42;20|,100|100|,100|100|
9,100|100|,38;42;20|38;42;20|,18.24|18.24|,38;42;20|38;42;20|,33;47;20|33;47;20|,33;47;20|33;47;20|,100|100|,0;0;0|0;0;0|,100|100|,33;47;20|33;47;20|,33;47;20|33;47;20|,100|100|,100|100|
10,100|100|,33;47;20|33;47;20|,20.2|20.2|,33;47;20|33;47;20|,28;51;21|28;51;21|,28;51;21|28;51;21|,100|100|,0;0;0|0;0;0|,100|100|,28;51;21|28;51;21|,28;51;21|28;51;21|,100|100|,100|100|
11,100|100|,28;51;21|28;51;21|,22.27|22.27|,28;51;21|28;51;21|,22;53;25|22;53;25|,22;53;25|22;53;25|,100|100|,0;0;0|0;0;0|,100|100|,22;53;25|22;53;25|,22;53;25|22;53;25|,100|100|,100|100|
12,100|100|,22;53;25|22;53;25|,24.23|24.23|,22;53;25|22;53;25|,20;53;27|20;53;27|,20;53;27|20;53;27|,100|100|,0;0;0|0;0;0|,100|100|,20;53;27|20;53;27|,20;53;27|20;53;27|,100|100|,100|100|
13,100|100|,20;53;27|20;53;27|,25.9|25.9|,20;53;27|20;53;27|,18;52;30|18;52;30|,18;52;30|18;52;30|,100|100|,0;0;0|0;0;0|,100|100|,18;52;30|18;52;30|,18;52;30|18;52;30|,100|100|,100|100|
14,100|100|,18;52;30|18;52;30|,27.21|27.21|,18;52;30|18;52;30|,12;53;35|12;53;35|,12;53;35|12;53;35|,100|100|,0;0;0|0;0;0|,100|100|,12;53;35|12;53;35|,12;53;35|12;53;35|,100|100|,100|100|
15,100|100|,12;53;35|12;53;35|,28.43|28.43|,12;53;35|12;53;35|,10;54;36|10;54;36|,10;54;36|10;54;36|,100|100|,0;0;0|0;0;0|,100|100|,10;54;36|10;54;36|,10;54;36|10;54;36|,100|100|,100|100|
16,100|100|,10;54;36|10;54;36|,29.57|29.57|,10;54;36|10;54;36|,8;54;38|8;54;38|,8;54;38|8;54;38|,100|100|,0;0;0|0;0;0|,100|100|,8;54;38|8;54;38|,8;54;38|8;54;38|,100|100|,100|100|
17,100|100|,8;54;38|8;54;38|,30.53|30.53|,8;54;38|8;54;38|,4;56;40|4;56;40|,4;56;40|4;56;40|,100|100|,0;0;0|0;0;0|,100|100|,4;56;40|4;56;40|,4;56;40|4;56;40|,100|100|,100|100|
18,100|100|,4;56;40|4;56;40|,31.55|31.55|,4;56;40|4;56;40|,3;55;42|3;55;42|,3;55;42|3;55;42|,100|100|,0;0;0|0;0;0|,100|100|,3;55;42|3;55;42|,3;55;42|3;55;42|,100|100|,100|100|
19,100|100|,3;55;42|3;55;42|,32.32|32.32|,3;55;42|3;55;42|,2;55;43|2;55;43|,2;55;43|2;55;43|,100|100|,0;0;0|0;0;0|,100|100|,2;55;43|2;55;43|,2;55;43|2;55;43|,100|100|,100|100|
20,100|100|,2;55;43|2;55;43|,32.97|32.97|,2;55;43|2;55;43|,1;53;46|1;53;46|,1;53;46|1;53;46|,100|100|,0;0;0|0;0;0|,100|100|,1;53;46|1;53;46|,1;53;46|1;53;46|,100|100|,100|100|
21,100|100|,1;53;46|1;53;46|,33.33|33.33|,1;53;46|1;53;46|,1;51;48|1;51;48|,1;51;48|1;51;48|,100|100|,0;0;0|0;0;0|,100|100|,1;51;48|1;51;48|,1;51;48|1;51;48|,100|100|,100|100|
22,100|100|,1;51;48|1;51;48|,33.43|33.43|,1;51;48|1;51;48|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,0;0;0|0;0;0|,100|100|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,100|100|
23,100|100|,0;51;49|0;51;49|,33.51|33.51|,0;51;49|0;51;49|,0;45;55|0;45;55|,0;45;55|0;45;55|,100|100|,0;0;0|0;0;0|,100|100|,0;45;55|0;45;55|,0;45;55|0;45;55|,100|100|,100|100|
24,100|100|,0;45;55|0;45;55|,32.99|32.99|,0;45;55|0;45;55|,0;42;58|0;42;58|,0;42;58|0;42;58|,100|100|,0;0;0|0;0;0|,100|100|,0;42;58|0;42;58|,0;42;58|0;42;58|,100|100|,100|100|
25,100|100|,0;42;58|0;42;58|,32.24|32.24|,0;42;58|0;42;58|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,0;0;0|0;0;0|,100|100|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,100|100|
26,100|100|,0;39;61|0;39;61|,31.3|31.3|,0;39;61|0;39;61|,0;36;64|0;36;64|,0;36;64|0;36;64|,100|100|,0;0;0|0;0;0|,100|100|,0;36;64|0;36;64|,0;36;64|0;36;64|,100|100|,100|100|
27,100|100|,0;36;64|0;36;64|,30.21|30.21|,0;36;64|0;36;64|,0;34;66|0;34;66|,0;34;66|0;34;66|,100|100|,0;0;0|0;0;0|,100|100|,0;34;66|0;34;66|,0;34;66|0;34;66|,100|100|,100|100|
28,100|100|,0;34;66|0;34;66|,29.08|29.08|,0;34;66|0;34;66|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,0;0;0|0;0;0|,100|100|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,100|100|
29,100|100|,0;31;69|0;31;69|,27.81|27.81|,0;31;69|0;31;69|,0;29;71|0;29;71|,0;29;71|0;29;71|,100|100|,0;0;0|0;0;0|,100|100|,0;29;71|0;29;71|,0;29;71|0;29;71|,100|100|,100|100|
