Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,10.0|10.0|,89;11;0|89;11;0|,85;14;1|85;14;1|,85;14;1|85;14;1|,100|100|,0;0;0|0;0;0|,100|100|,85;14;1|85;14;1|,85;14;1|85;14;1|,100|100|,100|100|
1,100|100|,85;14;1|85;14;1|,9.6|9.6|,85;14;1|85;14;1|,77;22;1|77;22;1|,77;22;1|77;22;1|,100|100|,0;0;0|0;0;0|,100|100|,77;22;1|77;22;1|,77;22;1|77;22;1|,100|100|,100|100|
2,100|100|,77;22;1|77;22;1|,9.56|9.56|,77;22;1|77;22;1|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,0;0;0|0;0;0|,100|100|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,100|100|
3,100|100|,72;25;3|72;25;3|,10.33|10.33|,72;25;3|72;25;3|,64;32;4|64;32;4|,64;32;4|64;32;4|,100|100|,0;0;0|0;0;0|,100|100|,64;32;4|64;32;4|,64;32;4|64;32;4|,100|100|,100|100|
4,100|100|,64;32;4|64;32;4|,11.28|11.28|,64;32;4|64;32;4|,58;36;6|58;36;6|,58;36;6|58;36;6|,100|100|,0;0;0|0;0;0|,100|100|,58;36;6|58;36;6|,58;36;6|58;36;6|,100|100|,100|100|
5,100|100|,58;36;6|58;36;6|,12.79|12.79|,58;36;6|58;36;6|,52;39;9|52;39;9|,52;39;9|52;39;9|,100|100|,0;0;0|0;0;0|,100|100|,52;39;9|52;39;9|,52;39;9|52;39;9|,100|100|,100|100|
6,100|100|,52;39;9|52;39;9|,14.47|14.47|,52;39;9|52;39;9|,44;46;10|44;46;10|,44;46;10|44;46;10|,100|100|,0;0;0|0;0;0|,100|100|,44;46;10|44;46;10|,44;46;10|44;46;10|,100|100|,100|100|
7,100|100|,44;46;10|44;46;10|,16.2|16.2|,44;46;10|44;46;10|,33;55;12|33;55;12|,33;55;12|33;55;12|,100|100|,0;0;0|0;0;0|,100|100|,33;55;12|33;55;12|,33;55;12|33;55;12|,100|100|,100|100|
8,100|100|,33;55;12|33;55;12|,18.37|18.37|,33;55;12|33;55;12|,23;62;15|23;62;15|,23;62;15|23;62;15|,100|100|,0;0;0|0;0;0|,100|100|,23;62;15|23;62;15|,23;62;15|23;62;15|,100|100|,100|100|
9,100|100|,23;62;15|23;62;15|,21.11|21.11|,23;62;15|23;62;15|,20;64;16|20;64;16|,20;64;16|20;64;16|,100|100|,0;0;0|0;0;0|,100|100|,20;64;16|20;64;16|,20;64;16|20;64;16|,100|100|,100|100|
10,100|100|,20;64;16|20;64;16|,24.15|24.15|,20;64;16|20;64;16|,18;62;20|18;62;20|,18;62;20|18;62;20|,100|100|,0;0;0|0;0;0|,100|100|,18;62;20|18;62;20|,18;62;20|18;62;20|,100|100|,100|100|
11,100|100|,18;62;20|18;62;20|,26.92|26.92|,18;62;20|18;62;20|,16;63;21|16;63;21|,16;63;21|16;63;21|,100|100|,0;0;0|0;0;0|,100|100|,16;63;21|16;63;21|,16;63;21|16;63;21|,100|100|,100|100|
12,100|100|,16;63;21|16;63;21|,29.09|29.09|,16;63;21|16;63;21|,13;62;25|13;62;25|,13;62;25|13;62;25|,100|100|,0;0;0|0;0;0|,100|100|,13;62;25|13;62;25|,13;62;25|13;62;25|,100|100|,100|100|
13,100|100|,13;62;25|13;62;25|,31.02|31.02|,13;62;25|13;62;25|,9;61;30|9;61;30|,9;61;30|9;61;30|,100|100|,0;0;0|0;0;0|,100|100|,9;61;30|9;61;30|,9;61;30|9;61;30|,100|100|,100|100|
14,100|100|,9;61;30|9;61;30|,32.57|32.57|,9;61;30|9;61;30|,6;62;32|6;62;32|,6;62;32|6;62;32|,100|100|,0;0;0|0;0;0|,100|100|,6;62;32|6;62;32|,6;62;32|6;62;32|,100|100|,100|100|
15,100|100|,6;62;32|6;62;32|,33.78|33.78|,6;62;32|6;62;32|,4;60;36|4;60;36|,4;60;36|4;60;36|,100|100|,0;0;0|0;0;0|,100|100|,4;60;36|4;60;36|,4;60;36|4;60;36|,100|100|,100|100|
16,100|100|,4;60;36|4;60;36|,34.92|34.92|,4;60;36|4;60;36|,4;58;38|4;58;38|,4;58;38|4;58;38|,100|100|,0;0;0|0;0;0|,100|100|,4;58;38|4;58;38|,4;58;38|4;58;38|,100|100|,100|100|
17,100|100|,4;58;38|4;58;38|,35.68|35.68|,4;58;38|4;58;38|,4;52;44|4;52;44|,4;52;44|4;52;44|,100|100|,0;0;0|0;0;0|,100|100|,4;52;44|4;52;44|,4;52;44|4;52;44|,100|100|,100|100|
18,100|100|,4;52;44|4;52;44|,36.13|36.13|,4;52;44|4;52;44|,4;47;49|4;47;49|,4;47;49|4;47;49|,100|100|,0;0;0|0;0;0|,100|100|,4;47;49|4;47;49|,4;47;49|4;47;49|,100|100|,100|100|
19,100|100|,4;47;49|4;47;49|,35.91|35.91|,4;47;49|4;47;49|,2;47;51|2;47;51|,2;47;51|2;47;51|,100|100|,0;0;0|0;0;0|,100|100|,2;47;51|2;47;51|,2;47;51|2;47;51|,100|100|,100|100|
20,100|100|,2;47;51|2;47;51|,35.22|35.22|,2;47;51|2;47;51|,2;45;53|2;45;53|,2;45;53|2;45;53|,100|100|,0;0;0|0;0;0|,100|100|,2;45;53|2;45;53|,2;45;53|2;45;53|,100|100|,100|100|
21,100|100|,2;45;53|2;45;53|,34.64|34.64|,2;45;53|2;45;53|,2;40;58|2;40;58|,2;40;58|2;40;58|,100|100|,0;0;0|0;0;0|,100|100|,2;40;58|2;40;58|,2;40;58|2;40;58|,100|100|,100|100|
22,100|100|,2;40;58|2;40;58|,33.94|33.94|,2;40;58|2;40;58|,1;40;59|1;40;59|,1;40;59|1;40;59|,100|100|,0;0;0|0;0;0|,100|100|,1;40;59|1;40;59|,1;40;59|1;40;59|,100|100|,100|100|
23,100|100|,1;40;59|1;40;59|,32.85|32.85|,1;40;59|1;40;59|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,0;0;0|0;0;0|,100|100|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,100|100|
24,100|100|,0;39;61|0;39;61|,31.92|31.92|,0;39;61|0;39;61|,0;38;62|0;38;62|,0;38;62|0;38;62|,100|100|,0;0;0|0;0;0|,100|100|,0;38;62|0;38;62|,0;38;62|0;38;62|,100|100|,100|100|
25,100|100|,0;38;62|0;38;62|,31.04|31.04|,0;38;62|0;38;62|,0;35;65|0;35;65|,0;35;65|0;35;65|,100|100|,0;0;0|0;0;0|,100|100|,0;35;65|0;35;65|,0;35;65|0;35;65|,100|100|,100|100|
26,100|100|,0;35;65|0;35;65|,30.18|30.18|,0;35;65|0;35;65|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,0;0;0|0;0;0|,100|100|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,100|100|
27,100|100|,0;31;69|0;31;69|,29.15|29.15|,0;31;69|0;31;69|,0;29;71|0;29;71|,0;29;71|0;29;71|,100|100|,0;0;0|0;0;0|,100|100|,0;29;71|0;29;71|,0;29;71|0;29;71|,100|100|,100|100|
28,100|100|,0;29;71|0;29;71|,27.88|27.88|,0;29;71|0;29;71|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,0;0;0|0;0;0|,100|100|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,100|100|
29,100|100|,0;28;72|0;28;72|,26.6|26.6|,0;28;72|0;28;72|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,0;0;0|0;0;0|,100|100|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,100|100|
30,100|100|,0;28;72|0;28;72|,25.41|25.41|,0;28;72|0;28;72|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,0;0;0|0;0;0|,100|100|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,100|100|
31,100|100|,0;28;72|0;28;72|,24.4|24.4|,0;28;72|0;28;72|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,0;0;0|0;0;0|,100|100|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,100|100|
32,100|100|,0;27;73|0;27;73|,23.54|23.54|,0;27;73|0;27;73|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,0;0;0|0;0;0|,100|100|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,100|100|
33,100|100|,0;27;73|0;27;73|,22.71|22.71|,0;27;73|0;27;73|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,0;0;0|0;0;0|,100|100|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,100|100|
