Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,86;13;1|86;13;1|,86;13;1|86;13;1|,100|100|,0;0;0|0;0;0|,100|100|,86;13;1|86;13;1|,86;13;1|86;13;1|,100|100|,100|100|
1,100|100|,86;13;1|86;13;1|,9.8|9.8|,86;13;1|86;13;1|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,0;0;0|0;0;0|,100|100|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,100|100|
2,100|100|,82;17;1|82;17;1|,10.03|10.03|,82;17;1|82;17;1|,78;19;3|78;19;3|,78;19;3|78;19;3|,100|100|,0;0;0|0;0;0|,100|100|,78;19;3|78;19;3|,78;19;3|78;19;3|,100|100|,100|100|
3,100|100|,78;19;3|78;19;3|,10.43|10.43|,78;19;3|78;19;3|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,0;0;0|0;0;0|,100|100|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,100|100|
4,100|100|,74;22;4|74;22;4|,11.06|11.06|,74;22;4|74;22;4|,68;27;5|68;27;5|,68;27;5|68;27;5|,100|100|,0;0;0|0;0;0|,100|100|,68;27;5|68;27;5|,68;27;5|68;27;5|,100|100|,100|100|
5,100|100|,68;27;5|68;27;5|,12.1|12.1|,68;27;5|68;27;5|,65;29;6|65;29;6|,65;29;6|65;29;6|,100|100|,0;0;0|0;0;0|,100|100|,65;29;6|65;29;6|,65;29;6|65;29;6|,100|100|,100|100|
6,100|100|,65;29;6|65;29;6|,13.19|13.19|,65;29;6|65;29;6|,52;41;7|52;41;7|,52;41;7|52;41;7|,100|100|,0;0;0|0;0;0|,100|100|,52;41;7|52;41;7|,52;41;7|52;41;7|,100|100|,100|100|
7,100|100|,52;41;7|52;41;7|,15.31|15.31|,52;41;7|52;41;7|,44;47;9|44;47;9|,44;47;9|44;47;9|,100|100|,0;0;0|0;0;0|,100|100|,44;47;9|44;47;9|,44;47;9|44;47;9|,100|100|,100|100|
8,100|100|,44;47;9|44;47;9|,17.71|17.71|,44;47;9|44;47;9|,34;54;12|34;54;12|,34;54;12|34;54;12|,100|100|,0;0;0|0;0;0|,100|100|,34;54;12|34;54;12|,34;54;12|34;54;12|,100|100|,100|100|
9,100|100|,34;54;12|34;54;12|,20.46|20.46|,34;54;12|34;54;12|,27;57;16|27;57;16|,27;57;16|27;57;16|,100|100|,0;0;0|0;0;0|,100|100|,27;57;16|27;57;16|,27;57;16|27;57;16|,100|100|,100|100|
10,100|100|,27;57;16|27;57;16|,23.09|23.09|,27;57;16|27;57;16|,24;59;17|24;59;17|,24;59;17|24;59;17|,100|100|,0;0;0|0;0;0|,100|100|,24;59;17|24;59;17|,24;59;17|24;59;17|,100|100|,100|100|
11,100|100|,24;59;17|24;59;17|,25.52|25.52|,24;59;17|24;59;17|,22;59;19|22;59;19|,22;59;19|22;59;19|,100|100|,0;0;0|0;0;0|,100|100|,22;59;19|22;59;19|,22;59;19|22;59;19|,100|100|,100|100|
12,100|100|,22;59;19|22;59;19|,27.6|27.6|,22;59;19|22;59;19|,19;56;25|19;56;25|,19;56;25|19;56;25|,100|100|,0;0;0|0;0;0|,100|100|,19;56;25|19;56;25|,19;56;25|19;56;25|,100|100|,100|100|
13,100|100|,19;56;25|19;56;25|,29.06|29.06|,19;56;25|19;56;25|,13;57;30|13;57;30|,13;57;30|13;57;30|,100|100|,0;0;0|0;0;0|,100|100|,13;57;30|13;57;30|,13;57;30|13;57;30|,100|100|,100|100|
