Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,0.0|0.0|,90;10;0|90;10;0|,85;14;1|85;14;1|,85;14;1|85;14;1|,100|100|,0;0;0|0;0;0|,100|100|,85;14;1|85;14;1|,85;14;1|85;14;1|,100|100|,100|100|
1,100|100|,85;14;1|85;14;1|,0.0|0.0|,85;14;1|85;14;1|,77;18;5|77;18;5|,77;18;5|77;18;5|,100|100|,0;0;0|0;0;0|,100|100|,77;18;5|77;18;5|,77;18;5|77;18;5|,100|100|,100|100|
2,100|100|,77;18;5|77;18;5|,0.0|0.0|,77;18;5|77;18;5|,67;27;6|67;27;6|,67;27;6|67;27;6|,100|100|,0;0;0|0;0;0|,100|100|,67;27;6|67;27;6|,67;27;6|67;27;6|,100|100|,100|100|
3,100|100|,67;27;6|67;27;6|,0.0|0.0|,67;27;6|67;27;6|,51;40;9|51;40;9|,51;40;9|51;40;9|,100|100|,0;0;0|0;0;0|,100|100|,51;40;9|51;40;9|,51;40;9|51;40;9|,100|100|,100|100|
4,100|100|,51;40;9|51;40;9|,0.0|0.0|,51;40;9|51;40;9|,36;50;14|36;50;14|,36;50;14|36;50;14|,100|100|,0;0;0|0;0;0|,100|100|,36;50;14|36;50;14|,36;50;14|36;50;14|,100|100|,100|100|
5,100|100|,36;50;14|36;50;14|,0.0|0.0|,36;50;14|36;50;14|,24;51;25|24;51;25|,24;51;25|24;51;25|,100|100|,0;0;0|0;0;0|,100|100|,24;51;25|24;51;25|,24;51;25|24;51;25|,100|100|,100|100|
6,100|100|,24;51;25|24;51;25|,0.0|0.0|,24;51;25|24;51;25|,13;51;36|13;51;36|,13;51;36|13;51;36|,100|100|,0;0;0|0;0;0|,100|100|,13;51;36|13;51;36|,13;51;36|13;51;36|,100|100|,100|100|
7,100|100|,13;51;36|13;51;36|,0.0|0.0|,13;51;36|13;51;36|,10;41;49|10;41;49|,10;41;49|10;41;49|,100|100|,0;0;0|0;0;0|,100|100|,10;41;49|10;41;49|,10;41;49|10;41;49|,100|100|,100|100|
8,100|100|,10;41;49|10;41;49|,0.0|0.0|,10;41;49|10;41;49|,7;33;60|7;33;60|,7;33;60|7;33;60|,100|100|,0;0;0|0;0;0|,100|100|,7;33;60|7;33;60|,7;33;60|7;33;60|,100|100|,100|100|
9,100|100|,7;33;60|7;33;60|,0.0|0.0|,7;33;60|7;33;60|,3;31;66|3;31;66|,3;31;66|3;31;66|,100|100|,0;0;0|0;0;0|,100|100|,3;31;66|3;31;66|,3;31;66|3;31;66|,100|100|,100|100|
10,100|100|,3;31;66|3;31;66|,0.0|0.0|,3;31;66|3;31;66|,3;25;72|3;25;72|,3;25;72|3;25;72|,100|100|,0;0;0|0;0;0|,100|100|,3;25;72|3;25;72|,3;25;72|3;25;72|,100|100|,100|100|
11,100|100|,3;25;72|3;25;72|,0.0|0.0|,3;25;72|3;25;72|,3;18;79|3;18;79|,3;18;79|3;18;79|,100|100|,0;0;0|0;0;0|,100|100|,3;18;79|3;18;79|,3;18;79|3;18;79|,100|100|,100|100|
12,100|100|,3;18;79|3;18;79|,0.0|0.0|,3;18;79|3;18;79|,3;17;80|3;17;80|,3;17;80|3;17;80|,100|100|,0;0;0|0;0;0|,100|100|,3;17;80|3;17;80|,3;17;80|3;17;80|,100|100|,100|100|
13,100|100|,3;17;80|3;17;80|,0.0|0.0|,3;17;80|3;17;80|,3;13;84|3;13;84|,3;13;84|3;13;84|,100|100|,0;0;0|0;0;0|,100|100|,3;13;84|3;13;84|,3;13;84|3;13;84|,100|100|,100|100|
14,100|100|,3;13;84|3;13;84|,0.0|0.0|,3;13;84|3;13;84|,3;10;87|3;10;87|,3;10;87|3;10;87|,100|100|,0;0;0|0;0;0|,100|100|,3;10;87|3;10;87|,3;10;87|3;10;87|,100|100|,100|100|
15,100|100|,3;10;87|3;10;87|,0.0|0.0|,3;10;87|3;10;87|,3;7;90|3;7;90|,3;7;90|3;7;90|,100|100|,0;0;0|0;0;0|,100|100|,3;7;90|3;7;90|,3;7;90|3;7;90|,100|100|,100|100|
16,100|100|,3;7;90|3;7;90|,0.0|0.0|,3;7;90|3;7;90|,3;6;91|3;6;91|,3;6;91|3;6;91|,100|100|,0;0;0|0;0;0|,100|100|,3;6;91|3;6;91|,3;6;91|3;6;91|,100|100|,100|100|
17,100|100|,3;6;91|3;6;91|,0.0|0.0|,3;6;91|3;6;91|,3;4;93|3;4;93|,3;4;93|3;4;93|,100|100|,0;0;0|0;0;0|,100|100|,3;4;93|3;4;93|,3;4;93|3;4;93|,100|100|,100|100|
18,100|100|,3;4;93|3;4;93|,0.0|0.0|,3;4;93|3;4;93|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,0;0;0|0;0;0|,100|100|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,100|100|
19,100|100|,3;2;95|3;2;95|,0.0|0.0|,3;2;95|3;2;95|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,0;0;0|0;0;0|,100|100|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,100|100|
20,100|100|,3;2;95|3;2;95|,0.0|0.0|,3;2;95|3;2;95|,3;1;96|3;1;96|,3;1;96|3;1;96|,100|100|,0;0;0|0;0;0|,100|100|,3;1;96|3;1;96|,3;1;96|3;1;96|,100|100|,100|100|
21,100|100|,3;1;96|3;1;96|,0.0|0.0|,3;1;96|3;1;96|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
22,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
23,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
24,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
25,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
26,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
27,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
28,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
29,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
30,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
31,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
32,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
33,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
34,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
35,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
36,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
37,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
38,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
39,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
40,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
41,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
42,100|100|,3;0;97|3;0;97|,0.0|0.0|,3;0;97|3;0;97|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,0;0;0|0;0;0|,100|100|,3;0;97|3;0;97|,3;0;97|3;0;97|,100|100|,100|100|
