Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;6;0|94;6;0|,0.0|0.0|,94;6;0|94;6;0|,90;8;2|90;8;2|,90;8;2|90;8;2|,100|100|,0;0;0|0;0;0|,100|100|,90;8;2|90;8;2|,90;8;2|90;8;2|,100|100|,100|100|
1,100|100|,90;8;2|90;8;2|,0.0|0.0|,90;8;2|90;8;2|,86;11;3|86;11;3|,86;11;3|86;11;3|,100|100|,0;0;0|0;0;0|,100|100|,86;11;3|86;11;3|,86;11;3|86;11;3|,100|100|,100|100|
2,100|100|,86;11;3|86;11;3|,0.0|0.0|,86;11;3|86;11;3|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,0;0;0|0;0;0|,100|100|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,100|100|
3,100|100|,84;12;4|84;12;4|,0.0|0.0|,84;12;4|84;12;4|,81;14;5|81;14;5|,81;14;5|81;14;5|,100|100|,0;0;0|0;0;0|,100|100|,81;14;5|81;14;5|,81;14;5|81;14;5|,100|100|,100|100|
4,100|100|,81;14;5|81;14;5|,0.0|0.0|,81;14;5|81;14;5|,78;11;11|78;11;11|,78;11;11|78;11;11|,100|100|,0;0;0|0;0;0|,100|100|,78;11;11|78;11;11|,78;11;11|78;11;11|,100|100|,100|100|
5,100|100|,78;11;11|78;11;11|,0.0|0.0|,78;11;11|78;11;11|,78;9;13|78;9;13|,78;9;13|78;9;13|,100|100|,0;0;0|0;0;0|,100|100|,78;9;13|78;9;13|,78;9;13|78;9;13|,100|100|,100|100|
6,100|100|,78;9;13|78;9;13|,0.0|0.0|,78;9;13|78;9;13|,78;11;11|78;11;11|,78;11;11|78;11;11|,100|100|,0;0;0|0;0;0|,100|100|,78;11;11|78;11;11|,78;11;11|78;11;11|,100|100|,100|100|
7,100|100|,78;11;11|78;11;11|,0.0|0.0|,78;11;11|78;11;11|,76;13;11|76;13;11|,76;13;11|76;13;11|,100|100|,0;0;0|0;0;0|,100|100|,76;13;11|76;13;11|,76;13;11|76;13;11|,100|100|,100|100|
8,100|100|,76;13;11|76;13;11|,0.0|0.0|,76;13;11|76;13;11|,70;19;11|70;19;11|,70;19;11|70;19;11|,100|100|,0;0;0|0;0;0|,100|100|,70;19;11|70;19;11|,70;19;11|70;19;11|,100|100|,100|100|
9,100|100|,70;19;11|70;19;11|,0.0|0.0|,70;19;11|70;19;11|,63;23;14|63;23;14|,63;23;14|63;23;14|,100|100|,0;0;0|0;0;0|,100|100|,63;23;14|63;23;14|,63;23;14|63;23;14|,100|100|,100|100|
10,100|100|,63;23;14|63;23;14|,0.0|0.0|,63;23;14|63;23;14|,61;24;15|61;24;15|,61;24;15|61;24;15|,100|100|,0;0;0|0;0;0|,100|100|,61;24;15|61;24;15|,61;24;15|61;24;15|,100|100|,100|100|
11,100|100|,61;24;15|61;24;15|,0.0|0.0|,61;24;15|61;24;15|,56;29;15|56;29;15|,56;29;15|56;29;15|,100|100|,0;0;0|0;0;0|,100|100|,56;29;15|56;29;15|,56;29;15|56;29;15|,100|100|,100|100|
12,100|100|,56;29;15|56;29;15|,0.0|0.0|,56;29;15|56;29;15|,54;24;22|54;24;22|,54;24;22|54;24;22|,100|100|,0;0;0|0;0;0|,100|100|,54;24;22|54;24;22|,54;24;22|54;24;22|,100|100|,100|100|
13,100|100|,54;24;22|54;24;22|,0.0|0.0|,54;24;22|54;24;22|,57;19;24|57;19;24|,57;19;24|57;19;24|,100|100|,0;0;0|0;0;0|,100|100|,57;19;24|57;19;24|,57;19;24|57;19;24|,100|100|,100|100|
14,100|100|,57;19;24|57;19;24|,0.0|0.0|,57;19;24|57;19;24|,56;19;25|56;19;25|,56;19;25|56;19;25|,100|100|,0;0;0|0;0;0|,100|100|,56;19;25|56;19;25|,56;19;25|56;19;25|,100|100|,100|100|
15,100|100|,56;19;25|56;19;25|,0.0|0.0|,56;19;25|56;19;25|,54;22;24|54;22;24|,54;22;24|54;22;24|,100|100|,0;0;0|0;0;0|,100|100|,54;22;24|54;22;24|,54;22;24|54;22;24|,100|100|,100|100|
