Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,95;5;0|95;5;0|,0.0|0.0|,95;5;0|95;5;0|,94;6;0|94;6;0|,94;6;0|94;6;0|,100|100|,0;0;0|0;0;0|,100|100|,94;6;0|94;6;0|,94;6;0|94;6;0|,100|100|,100|100|
1,100|100|,94;6;0|94;6;0|,0.0|0.0|,94;6;0|94;6;0|,92;6;2|92;6;2|,92;6;2|92;6;2|,100|100|,0;0;0|0;0;0|,100|100|,92;6;2|92;6;2|,92;6;2|92;6;2|,100|100|,100|100|
2,100|100|,92;6;2|92;6;2|,0.0|0.0|,92;6;2|92;6;2|,88;9;3|88;9;3|,88;9;3|88;9;3|,100|100|,0;0;0|0;0;0|,100|100|,88;9;3|88;9;3|,88;9;3|88;9;3|,100|100|,100|100|
3,100|100|,88;9;3|88;9;3|,0.0|0.0|,88;9;3|88;9;3|,85;11;4|85;11;4|,85;11;4|85;11;4|,100|100|,0;0;0|0;0;0|,100|100|,85;11;4|85;11;4|,85;11;4|85;11;4|,100|100|,100|100|
4,100|100|,85;11;4|85;11;4|,0.0|0.0|,85;11;4|85;11;4|,83;13;4|83;13;4|,83;13;4|83;13;4|,100|100|,0;0;0|0;0;0|,100|100|,83;13;4|83;13;4|,83;13;4|83;13;4|,100|100|,100|100|
5,100|100|,83;13;4|83;13;4|,0.0|0.0|,83;13;4|83;13;4|,82;11;7|82;11;7|,82;11;7|82;11;7|,100|100|,0;0;0|0;0;0|,100|100|,82;11;7|82;11;7|,82;11;7|82;11;7|,100|100|,100|100|
6,100|100|,82;11;7|82;11;7|,0.0|0.0|,82;11;7|82;11;7|,75;15;10|75;15;10|,75;15;10|75;15;10|,100|100|,0;0;0|0;0;0|,100|100|,75;15;10|75;15;10|,75;15;10|75;15;10|,100|100|,100|100|
7,100|100|,75;15;10|75;15;10|,0.0|0.0|,75;15;10|75;15;10|,66;20;14|66;20;14|,66;20;14|66;20;14|,100|100|,0;0;0|0;0;0|,100|100|,66;20;14|66;20;14|,66;20;14|66;20;14|,100|100|,100|100|
8,100|100|,66;20;14|66;20;14|,0.0|0.0|,66;20;14|66;20;14|,67;15;18|67;15;18|,67;15;18|67;15;18|,100|100|,0;0;0|0;0;0|,100|100|,67;15;18|67;15;18|,67;15;18|67;15;18|,100|100|,100|100|
9,100|100|,67;15;18|67;15;18|,0.0|0.0|,67;15;18|67;15;18|,60;24;16|60;24;16|,60;24;16|60;24;16|,100|100|,0;0;0|0;0;0|,100|100|,60;24;16|60;24;16|,60;24;16|60;24;16|,100|100|,100|100|
10,100|100|,60;24;16|60;24;16|,0.0|0.0|,60;24;16|60;24;16|,54;29;17|54;29;17|,54;29;17|54;29;17|,100|100|,0;0;0|0;0;0|,100|100|,54;29;17|54;29;17|,54;29;17|54;29;17|,100|100|,100|100|
11,100|100|,54;29;17|54;29;17|,0.0|0.0|,54;29;17|54;29;17|,50;34;16|50;34;16|,50;34;16|50;34;16|,100|100|,0;0;0|0;0;0|,100|100|,50;34;16|50;34;16|,50;34;16|50;34;16|,100|100|,100|100|
12,100|100|,50;34;16|50;34;16|,0.0|0.0|,50;34;16|50;34;16|,44;36;20|44;36;20|,44;36;20|44;36;20|,100|100|,0;0;0|0;0;0|,100|100|,44;36;20|44;36;20|,44;36;20|44;36;20|,100|100|,100|100|
13,100|100|,44;36;20|44;36;20|,0.0|0.0|,44;36;20|44;36;20|,37;38;25|37;38;25|,37;38;25|37;38;25|,100|100|,0;0;0|0;0;0|,100|100|,37;38;25|37;38;25|,37;38;25|37;38;25|,100|100|,100|100|
