Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,84;16;0|84;16;0|,84;16;0|84;16;0|,100|100|,0;0;0|0;0;0|,100|100|,84;16;0|84;16;0|,84;16;0|84;16;0|,100|100|,100|100|
1,100|100|,84;16;0|84;16;0|,9.5|9.5|,84;16;0|84;16;0|,79;21;0|79;21;0|,79;21;0|79;21;0|,100|100|,0;0;0|0;0;0|,100|100|,79;21;0|79;21;0|,79;21;0|79;21;0|,100|100|,100|100|
2,100|100|,79;21;0|79;21;0|,9.68|9.68|,79;21;0|79;21;0|,72;27;1|72;27;1|,72;27;1|72;27;1|,100|100|,0;0;0|0;0;0|,100|100|,72;27;1|72;27;1|,72;27;1|72;27;1|,100|100|,100|100|
3,100|100|,72;27;1|72;27;1|,10.32|10.32|,72;27;1|72;27;1|,65;31;4|65;31;4|,65;31;4|65;31;4|,100|100|,0;0;0|0;0;0|,100|100|,65;31;4|65;31;4|,65;31;4|65;31;4|,100|100|,100|100|
4,100|100|,65;31;4|65;31;4|,11.48|11.48|,65;31;4|65;31;4|,60;35;5|60;35;5|,60;35;5|60;35;5|,100|100|,0;0;0|0;0;0|,100|100|,60;35;5|60;35;5|,60;35;5|60;35;5|,100|100|,100|100|
5,100|100|,60;35;5|60;35;5|,12.85|12.85|,60;35;5|60;35;5|,52;41;7|52;41;7|,52;41;7|52;41;7|,100|100|,0;0;0|0;0;0|,100|100|,52;41;7|52;41;7|,52;41;7|52;41;7|,100|100|,100|100|
6,100|100|,52;41;7|52;41;7|,14.43|14.43|,52;41;7|52;41;7|,45;46;9|45;46;9|,45;46;9|45;46;9|,100|100|,0;0;0|0;0;0|,100|100|,45;46;9|45;46;9|,45;46;9|45;46;9|,100|100|,100|100|
7,100|100|,45;46;9|45;46;9|,16.36|16.36|,45;46;9|45;46;9|,36;52;12|36;52;12|,36;52;12|36;52;12|,100|100|,0;0;0|0;0;0|,100|100|,36;52;12|36;52;12|,36;52;12|36;52;12|,100|100|,100|100|
8,100|100|,36;52;12|36;52;12|,18.51|18.51|,36;52;12|36;52;12|,28;58;14|28;58;14|,28;58;14|28;58;14|,100|100|,0;0;0|0;0;0|,100|100|,28;58;14|28;58;14|,28;58;14|28;58;14|,100|100|,100|100|
9,100|100|,28;58;14|28;58;14|,20.93|20.93|,28;58;14|28;58;14|,23;61;16|23;61;16|,23;61;16|23;61;16|,100|100|,0;0;0|0;0;0|,100|100|,23;61;16|23;61;16|,23;61;16|23;61;16|,100|100|,100|100|
10,100|100|,23;61;16|23;61;16|,23.59|23.59|,23;61;16|23;61;16|,19;63;18|19;63;18|,19;63;18|19;63;18|,100|100|,0;0;0|0;0;0|,100|100|,19;63;18|19;63;18|,19;63;18|19;63;18|,100|100|,100|100|
11,100|100|,19;63;18|19;63;18|,26.15|26.15|,19;63;18|19;63;18|,12;67;21|12;67;21|,12;67;21|12;67;21|,100|100|,0;0;0|0;0;0|,100|100|,12;67;21|12;67;21|,12;67;21|12;67;21|,100|100|,100|100|
12,100|100|,12;67;21|12;67;21|,28.53|28.53|,12;67;21|12;67;21|,8;69;23|8;69;23|,8;69;23|8;69;23|,100|100|,0;0;0|0;0;0|,100|100|,8;69;23|8;69;23|,8;69;23|8;69;23|,100|100|,100|100|
13,100|100|,8;69;23|8;69;23|,30.95|30.95|,8;69;23|8;69;23|,6;62;32|6;62;32|,6;62;32|6;62;32|,100|100|,0;0;0|0;0;0|,100|100|,6;62;32|6;62;32|,6;62;32|6;62;32|,100|100|,100|100|
14,100|100|,6;62;32|6;62;32|,33.21|33.21|,6;62;32|6;62;32|,5;62;33|5;62;33|,5;62;33|5;62;33|,100|100|,0;0;0|0;0;0|,100|100|,5;62;33|5;62;33|,5;62;33|5;62;33|,100|100|,100|100|
15,100|100|,5;62;33|5;62;33|,34.43|34.43|,5;62;33|5;62;33|,5;60;35|5;60;35|,5;60;35|5;60;35|,100|100|,0;0;0|0;0;0|,100|100|,5;60;35|5;60;35|,5;60;35|5;60;35|,100|100|,100|100|
16,100|100|,5;60;35|5;60;35|,35.46|35.46|,5;60;35|5;60;35|,5;60;35|5;60;35|,5;60;35|5;60;35|,100|100|,0;0;0|0;0;0|,100|100|,5;60;35|5;60;35|,5;60;35|5;60;35|,100|100|,100|100|
17,100|100|,5;60;35|5;60;35|,36.14|36.14|,5;60;35|5;60;35|,4;57;39|4;57;39|,4;57;39|4;57;39|,100|100|,0;0;0|0;0;0|,100|100|,4;57;39|4;57;39|,4;57;39|4;57;39|,100|100|,100|100|
18,100|100|,4;57;39|4;57;39|,36.72|36.72|,4;57;39|4;57;39|,4;54;42|4;54;42|,4;54;42|4;54;42|,100|100|,0;0;0|0;0;0|,100|100|,4;54;42|4;54;42|,4;54;42|4;54;42|,100|100|,100|100|
19,100|100|,4;54;42|4;54;42|,36.91|36.91|,4;54;42|4;54;42|,4;52;44|4;52;44|,4;52;44|4;52;44|,100|100|,0;0;0|0;0;0|,100|100|,4;52;44|4;52;44|,4;52;44|4;52;44|,100|100|,100|100|
20,100|100|,4;52;44|4;52;44|,36.78|36.78|,4;52;44|4;52;44|,4;52;44|4;52;44|,4;52;44|4;52;44|,100|100|,0;0;0|0;0;0|,100|100|,4;52;44|4;52;44|,4;52;44|4;52;44|,100|100|,100|100|
21,100|100|,4;52;44|4;52;44|,36.46|36.46|,4;52;44|4;52;44|,4;49;47|4;49;47|,4;49;47|4;49;47|,100|100|,0;0;0|0;0;0|,100|100|,4;49;47|4;49;47|,4;49;47|4;49;47|,100|100|,100|100|
22,100|100|,4;49;47|4;49;47|,36.19|36.19|,4;49;47|4;49;47|,3;50;47|3;50;47|,3;50;47|3;50;47|,100|100|,0;0;0|0;0;0|,100|100|,3;50;47|3;50;47|,3;50;47|3;50;47|,100|100|,100|100|
23,100|100|,3;50;47|3;50;47|,35.66|35.66|,3;50;47|3;50;47|,2;49;49|2;49;49|,2;49;49|2;49;49|,100|100|,0;0;0|0;0;0|,100|100|,2;49;49|2;49;49|,2;49;49|2;49;49|,100|100|,100|100|
24,100|100|,2;49;49|2;49;49|,35.31|35.31|,2;49;49|2;49;49|,1;47;52|1;47;52|,1;47;52|1;47;52|,100|100|,0;0;0|0;0;0|,100|100|,1;47;52|1;47;52|,1;47;52|1;47;52|,100|100|,100|100|
25,100|100|,1;47;52|1;47;52|,34.92|34.92|,1;47;52|1;47;52|,1;46;53|1;46;53|,1;46;53|1;46;53|,100|100|,0;0;0|0;0;0|,100|100|,1;46;53|1;46;53|,1;46;53|1;46;53|,100|100|,100|100|
26,100|100|,1;46;53|1;46;53|,34.38|34.38|,1;46;53|1;46;53|,1;43;56|1;43;56|,1;43;56|1;43;56|,100|100|,0;0;0|0;0;0|,100|100|,1;43;56|1;43;56|,1;43;56|1;43;56|,100|100|,100|100|
27,100|100|,1;43;56|1;43;56|,33.82|33.82|,1;43;56|1;43;56|,1;40;59|1;40;59|,1;40;59|1;40;59|,100|100|,0;0;0|0;0;0|,100|100|,1;40;59|1;40;59|,1;40;59|1;40;59|,100|100|,100|100|
28,100|100|,1;40;59|1;40;59|,33.05|33.05|,1;40;59|1;40;59|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,0;0;0|0;0;0|,100|100|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,100|100|
29,100|100|,0;39;61|0;39;61|,32.09|32.09|,0;39;61|0;39;61|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,0;0;0|0;0;0|,100|100|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,100|100|
30,100|100|,0;39;61|0;39;61|,31.18|31.18|,0;39;61|0;39;61|,0;34;66|0;34;66|,0;34;66|0;34;66|,100|100|,0;0;0|0;0;0|,100|100|,0;34;66|0;34;66|,0;34;66|0;34;66|,100|100|,100|100|
31,100|100|,0;34;66|0;34;66|,30.4|30.4|,0;34;66|0;34;66|,0;30;70|0;30;70|,0;30;70|0;30;70|,100|100|,0;0;0|0;0;0|,100|100|,0;30;70|0;30;70|,0;30;70|0;30;70|,100|100|,100|100|
32,100|100|,0;30;70|0;30;70|,29.24|29.24|,0;30;70|0;30;70|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,0;0;0|0;0;0|,100|100|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,100|100|
33,100|100|,0;28;72|0;28;72|,27.85|27.85|,0;28;72|0;28;72|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,0;0;0|0;0;0|,100|100|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,100|100|
34,100|100|,0;27;73|0;27;73|,26.48|26.48|,0;27;73|0;27;73|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,0;0;0|0;0;0|,100|100|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,100|100|
35,100|100|,0;25;75|0;25;75|,25.21|25.21|,0;25;75|0;25;75|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,0;0;0|0;0;0|,100|100|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,100|100|
36,100|100|,0;25;75|0;25;75|,23.92|23.92|,0;25;75|0;25;75|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,0;0;0|0;0;0|,100|100|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,100|100|
37,100|100|,0;24;76|0;24;76|,22.84|22.84|,0;24;76|0;24;76|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,0;0;0|0;0;0|,100|100|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,100|100|
38,100|100|,0;22;78|0;22;78|,21.81|21.81|,0;22;78|0;22;78|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,0;0;0|0;0;0|,100|100|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,100|100|
39,100|100|,0;22;78|0;22;78|,20.74|20.74|,0;22;78|0;22;78|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,0;0;0|0;0;0|,100|100|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,100|100|
40,100|100|,0;22;78|0;22;78|,19.83|19.83|,0;22;78|0;22;78|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,0;0;0|0;0;0|,100|100|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,100|100|
41,100|100|,0;19;81|0;19;81|,19.05|19.05|,0;19;81|0;19;81|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,0;0;0|0;0;0|,100|100|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,100|100|
42,100|100|,0;19;81|0;19;81|,18.1|18.1|,0;19;81|0;19;81|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,0;0;0|0;0;0|,100|100|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,100|100|
43,100|100|,0;19;81|0;19;81|,17.28|17.28|,0;19;81|0;19;81|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,0;0;0|0;0;0|,100|100|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,100|100|
44,100|100|,0;19;81|0;19;81|,16.59|16.59|,0;19;81|0;19;81|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,0;0;0|0;0;0|,100|100|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,100|100|
45,100|100|,0;19;81|0;19;81|,16.0|16.0|,0;19;81|0;19;81|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,0;0;0|0;0;0|,100|100|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,100|100|
46,100|100|,0;18;82|0;18;82|,15.5|15.5|,0;18;82|0;18;82|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,0;0;0|0;0;0|,100|100|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,100|100|
47,100|100|,0;18;82|0;18;82|,14.98|14.98|,0;18;82|0;18;82|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,0;0;0|0;0;0|,100|100|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,100|100|
48,100|100|,0;18;82|0;18;82|,14.53|14.53|,0;18;82|0;18;82|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,0;0;0|0;0;0|,100|100|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,100|100|
49,100|100|,0;16;84|0;16;84|,14.15|14.15|,0;16;84|0;16;84|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,0;0;0|0;0;0|,100|100|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,100|100|
50,100|100|,0;16;84|0;16;84|,13.63|13.63|,0;16;84|0;16;84|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,0;0;0|0;0;0|,100|100|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,100|100|
51,100|100|,0;16;84|0;16;84|,13.18|13.18|,0;16;84|0;16;84|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,0;0;0|0;0;0|,100|100|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,100|100|
52,100|100|,0;16;84|0;16;84|,12.81|12.81|,0;16;84|0;16;84|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,0;0;0|0;0;0|,100|100|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,100|100|
53,100|100|,0;15;85|0;15;85|,12.48|12.48|,0;15;85|0;15;85|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,0;0;0|0;0;0|,100|100|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,100|100|
54,100|100|,0;15;85|0;15;85|,12.11|12.11|,0;15;85|0;15;85|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,0;0;0|0;0;0|,100|100|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,100|100|
55,100|100|,0;14;86|0;14;86|,11.8|11.8|,0;14;86|0;14;86|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,0;0;0|0;0;0|,100|100|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,100|100|
56,100|100|,0;14;86|0;14;86|,11.43|11.43|,0;14;86|0;14;86|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,0;0;0|0;0;0|,100|100|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,100|100|
57,100|100|,0;14;86|0;14;86|,11.11|11.11|,0;14;86|0;14;86|,0;13;87|0;13;87|,0;13;87|0;13;87|,100|100|,0;0;0|0;0;0|,100|100|,0;13;87|0;13;87|,0;13;87|0;13;87|,100|100|,100|100|
58,100|100|,0;13;87|0;13;87|,10.85|10.85|,0;13;87|0;13;87|,0;13;87|0;13;87|,0;13;87|0;13;87|,100|100|,0;0;0|0;0;0|,100|100|,0;13;87|0;13;87|,0;13;87|0;13;87|,100|100|,100|100|
59,100|100|,0;13;87|0;13;87|,10.52|10.52|,0;13;87|0;13;87|,0;12;88|0;12;88|,0;12;88|0;12;88|,100|100|,0;0;0|0;0;0|,100|100|,0;12;88|0;12;88|,0;12;88|0;12;88|,100|100|,100|100|
60,100|100|,0;12;88|0;12;88|,10.24|10.24|,0;12;88|0;12;88|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,0;0;0|0;0;0|,100|100|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,100|100|
61,100|100|,0;9;91|0;9;91|,9.9|9.9|,0;9;91|0;9;91|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,0;0;0|0;0;0|,100|100|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,100|100|
62,100|100|,0;9;91|0;9;91|,9.32|9.32|,0;9;91|0;9;91|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,0;0;0|0;0;0|,100|100|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,100|100|
63,100|100|,0;9;91|0;9;91|,8.82|8.82|,0;9;91|0;9;91|,0;7;93|0;7;93|,0;7;93|0;7;93|,100|100|,0;0;0|0;0;0|,100|100|,0;7;93|0;7;93|,0;7;93|0;7;93|,100|100|,100|100|
64,100|100|,0;7;93|0;7;93|,8.4|8.4|,0;7;93|0;7;93|,0;7;93|0;7;93|,0;7;93|0;7;93|,100|100|,0;0;0|0;0;0|,100|100|,0;7;93|0;7;93|,0;7;93|0;7;93|,100|100|,100|100|
65,100|100|,0;7;93|0;7;93|,7.84|7.84|,0;7;93|0;7;93|,0;7;93|0;7;93|,0;7;93|0;7;93|,100|100|,0;0;0|0;0;0|,100|100|,0;7;93|0;7;93|,0;7;93|0;7;93|,100|100|,100|100|
66,100|100|,0;7;93|0;7;93|,7.36|7.36|,0;7;93|0;7;93|,0;6;94|0;6;94|,0;6;94|0;6;94|,100|100|,0;0;0|0;0;0|,100|100|,0;6;94|0;6;94|,0;6;94|0;6;94|,100|100|,100|100|
67,100|100|,0;6;94|0;6;94|,6.96|6.96|,0;6;94|0;6;94|,0;6;94|0;6;94|,0;6;94|0;6;94|,100|100|,0;0;0|0;0;0|,100|100|,0;6;94|0;6;94|,0;6;94|0;6;94|,100|100|,100|100|
68,100|100|,0;6;94|0;6;94|,6.51|6.51|,0;6;94|0;6;94|,0;4;96|0;4;96|,0;4;96|0;4;96|,100|100|,0;0;0|0;0;0|,100|100|,0;4;96|0;4;96|,0;4;96|0;4;96|,100|100|,100|100|
69,100|100|,0;4;96|0;4;96|,6.14|6.14|,0;4;96|0;4;96|,0;2;98|0;2;98|,0;2;98|0;2;98|,100|100|,0;0;0|0;0;0|,100|100|,0;2;98|0;2;98|,0;2;98|0;2;98|,100|100|,100|100|
70,100|100|,0;2;98|0;2;98|,5.62|5.62|,0;2;98|0;2;98|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,0;0;0|0;0;0|,100|100|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,100|100|
71,100|100|,0;1;99|0;1;99|,4.97|4.97|,0;1;99|0;1;99|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,0;0;0|0;0;0|,100|100|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,100|100|
72,100|100|,0;1;99|0;1;99|,4.33|4.33|,0;1;99|0;1;99|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,0;0;0|0;0;0|,100|100|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,100|100|
73,100|100|,0;1;99|0;1;99|,3.78|3.78|,0;1;99|0;1;99|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,0;0;0|0;0;0|,100|100|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,100|100|
74,100|100|,0;1;99|0;1;99|,3.31|3.31|,0;1;99|0;1;99|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,0;0;0|0;0;0|,100|100|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,100|100|
75,100|100|,0;1;99|0;1;99|,2.92|2.92|,0;1;99|0;1;99|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,0;0;0|0;0;0|,100|100|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,100|100|
76,100|100|,0;1;99|0;1;99|,2.58|2.58|,0;1;99|0;1;99|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,0;0;0|0;0;0|,100|100|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,100|100|
77,100|100|,0;1;99|0;1;99|,2.29|2.29|,0;1;99|0;1;99|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,0;0;0|0;0;0|,100|100|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,100|100|
78,100|100|,0;1;99|0;1;99|,2.05|2.05|,0;1;99|0;1;99|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,0;0;0|0;0;0|,100|100|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,100|100|
79,100|100|,0;1;99|0;1;99|,1.84|1.84|,0;1;99|0;1;99|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,0;0;0|0;0;0|,100|100|,0;1;99|0;1;99|,0;1;99|0;1;99|,100|100|,100|100|
