Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,89;11;0|89;11;0|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,0;0;0|0;0;0|,100|100|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,100|100|
1,100|100|,82;17;1|82;17;1|,82;17;1|82;17;1|,75;18;7|75;18;7|,75;18;7|75;18;7|,100|100|,0;0;0|0;0;0|,100|100|,75;18;7|75;18;7|,75;18;7|75;18;7|,100|100|,100|100|
2,100|100|,75;18;7|75;18;7|,75;18;7|75;18;7|,68;19;13|68;19;13|,68;19;13|68;19;13|,100|100|,0;0;0|0;0;0|,100|100|,68;19;13|68;19;13|,68;19;13|68;19;13|,100|100|,100|100|
3,100|100|,68;19;13|68;19;13|,68;19;13|68;19;13|,63;22;15|63;22;15|,63;22;15|63;22;15|,100|100|,0;0;0|0;0;0|,100|100|,63;22;15|63;22;15|,63;22;15|63;22;15|,100|100|,100|100|
4,100|100|,63;22;15|63;22;15|,63;22;15|63;22;15|,59;21;20|59;21;20|,59;21;20|59;21;20|,100|100|,0;0;0|0;0;0|,100|100|,59;21;20|59;21;20|,59;21;20|59;21;20|,100|100|,100|100|
5,100|100|,59;21;20|59;21;20|,59;21;20|59;21;20|,53;22;25|53;22;25|,53;22;25|53;22;25|,100|100|,0;0;0|0;0;0|,100|100|,53;22;25|53;22;25|,53;22;25|53;22;25|,100|100|,100|100|
6,100|100|,53;22;25|53;22;25|,53;22;25|53;22;25|,45;22;33|45;22;33|,45;22;33|45;22;33|,100|100|,0;0;0|0;0;0|,100|100|,45;22;33|45;22;33|,45;22;33|45;22;33|,100|100|,100|100|
7,100|100|,45;22;33|45;22;33|,45;22;33|45;22;33|,38;24;38|38;24;38|,38;24;38|38;24;38|,100|100|,0;0;0|0;0;0|,100|100|,38;24;38|38;24;38|,38;24;38|38;24;38|,100|100|,100|100|
8,100|100|,38;24;38|38;24;38|,38;24;38|38;24;38|,37;21;42|37;21;42|,37;21;42|37;21;42|,100|100|,0;0;0|0;0;0|,100|100|,37;21;42|37;21;42|,37;21;42|37;21;42|,100|100|,100|100|
9,100|100|,37;21;42|37;21;42|,37;21;42|37;21;42|,33;23;44|33;23;44|,33;23;44|33;23;44|,100|100|,0;0;0|0;0;0|,100|100|,33;23;44|33;23;44|,33;23;44|33;23;44|,100|100|,100|100|
10,100|100|,33;23;44|33;23;44|,33;23;44|33;23;44|,29;23;48|29;23;48|,29;23;48|29;23;48|,100|100|,0;0;0|0;0;0|,100|100|,29;23;48|29;23;48|,29;23;48|29;23;48|,100|100|,100|100|
11,100|100|,29;23;48|29;23;48|,29;23;48|29;23;48|,29;18;53|29;18;53|,29;18;53|29;18;53|,100|100|,0;0;0|0;0;0|,100|100|,29;18;53|29;18;53|,29;18;53|29;18;53|,100|100|,100|100|
12,100|100|,29;18;53|29;18;53|,29;18;53|29;18;53|,26;17;57|26;17;57|,26;17;57|26;17;57|,100|100|,0;0;0|0;0;0|,100|100|,26;17;57|26;17;57|,26;17;57|26;17;57|,100|100|,100|100|
13,100|100|,26;17;57|26;17;57|,26;17;57|26;17;57|,25;15;60|25;15;60|,25;15;60|25;15;60|,100|100|,0;0;0|0;0;0|,100|100|,25;15;60|25;15;60|,25;15;60|25;15;60|,100|100|,100|100|
14,100|100|,25;15;60|25;15;60|,25;15;60|25;15;60|,23;12;65|23;12;65|,23;12;65|23;12;65|,100|100|,0;0;0|0;0;0|,100|100|,23;12;65|23;12;65|,23;12;65|23;12;65|,100|100|,100|100|
15,100|100|,23;12;65|23;12;65|,23;12;65|23;12;65|,22;9;69|22;9;69|,22;9;69|22;9;69|,100|100|,0;0;0|0;0;0|,100|100|,22;9;69|22;9;69|,22;9;69|22;9;69|,100|100|,100|100|
16,100|100|,22;9;69|22;9;69|,22;9;69|22;9;69|,20;9;71|20;9;71|,20;9;71|20;9;71|,100|100|,0;0;0|0;0;0|,100|100|,20;9;71|20;9;71|,20;9;71|20;9;71|,100|100|,100|100|
17,100|100|,20;9;71|20;9;71|,20;9;71|20;9;71|,16;10;74|16;10;74|,16;10;74|16;10;74|,100|100|,0;0;0|0;0;0|,100|100|,16;10;74|16;10;74|,16;10;74|16;10;74|,100|100|,100|100|
18,100|100|,16;10;74|16;10;74|,16;10;74|16;10;74|,16;9;75|16;9;75|,16;9;75|16;9;75|,100|100|,0;0;0|0;0;0|,100|100|,16;9;75|16;9;75|,16;9;75|16;9;75|,100|100|,100|100|
19,100|100|,16;9;75|16;9;75|,16;9;75|16;9;75|,16;7;77|16;7;77|,16;7;77|16;7;77|,100|100|,0;0;0|0;0;0|,100|100|,16;7;77|16;7;77|,16;7;77|16;7;77|,100|100|,100|100|
20,100|100|,16;7;77|16;7;77|,16;7;77|16;7;77|,16;5;79|16;5;79|,16;5;79|16;5;79|,100|100|,0;0;0|0;0;0|,100|100|,16;5;79|16;5;79|,16;5;79|16;5;79|,100|100|,100|100|
21,100|100|,16;5;79|16;5;79|,16;5;79|16;5;79|,16;3;81|16;3;81|,16;3;81|16;3;81|,100|100|,0;0;0|0;0;0|,100|100|,16;3;81|16;3;81|,16;3;81|16;3;81|,100|100|,100|100|
